name,release_date,rating,metacritic,playtime,genres
Worlds of Ultima: The Savage Empire,1990-12-29,1.99,,1,"Adventure, RPG"
Super Mario World,1990-11-21,4.37,92.0,6,"Platformer, Arcade"
Eye of the Beholder,1990-01-01,3.21,,1,"Casual, Indie, Adventure, RPG"
LOOM,1990-01-01,4.08,,1,Adventure
Wizardry 6: Bane of the Cosmic Forge,1990-12-31,2.74,,1,"Adventure, RPG"
The Secret of Monkey Island,1990-10-01,4.35,,0,Adventure
Chip 'n Dale Rescue Rangers,1990-06-08,4.24,,0,Action
Pharaoh's Tomb,1990-12-14,1.89,,1,"Platformer, Action"
Dr. Mario,1990-07-27,3.88,,0,Puzzle
Teenage Mutant Ninja Turtles II: The Arcade Game,1990-11-30,4.27,,0,"Arcade, Action, Fighting"
Mega Man 3 (1990),1990-09-28,3.94,,0,Action
Metal Gear 2: Solid Snake,1990-07-20,4.0,,0,"Adventure, Action"
F-Zero,1990-11-21,4.04,,15,"Racing, Arcade"
Smash TV,1990-04-01,3.59,,0,Action
Silent Service 2,1990-11-06,0.0,,1,Simulation
Secret of the Silver Blades,1990-01-01,1.83,,51,RPG
Michael Jackson's Moonwalker,1990-08-24,3.9,,0,"Shooter, Platformer"
Ninja Gaiden II: The Dark Sword of Chaos (1990),1990-04-06,4.07,,0,"Platformer, Arcade, Action, Fighting"
Final Fantasy III (1990),1990-04-27,3.52,,0,RPG
The Addams Family,1990-09-14,3.45,,0,Adventure
Fire Emblem: Shadow Dragon and the Blade of Light,1990-04-20,3.76,,0,"Strategy, RPG"
Solitaire (1990),1990-05-22,4.03,,0,Card
Castle of Illusion Starring Mickey Mouse (1990),1990-11-20,3.72,,0,Platformer
Nintendo World Cup,1990-05-18,4.06,,0,Sports
Columns (1990),1990-06-29,3.6,,0,Puzzle
Sid Meier's Covert Action,1990-01-01,0.0,,2,"Strategy, Action, Simulation"
Hyperspeed,1990-12-31,0.0,,1,"Strategy, Adventure, RPG, Simulation"
Champions of Krynn,1990-01-01,3.67,,1,RPG
King's Bounty,1990-01-01,3.82,,0,"Strategy, RPG"
ActRaiser (1990),1990-12-16,3.72,,0,"Action, Simulation"
Wing Commander,1990-09-26,4.22,,1,Simulation
