name,release_date,rating,rating_top,metacritic,playtime,genres
Super Mario Galaxy,2007-11-01,4.38,5,97.0,28,Platformer
BioShock,2007-08-21,4.36,5,96.0,3,"Shooter, Action"
God of War II,2007-03-13,4.42,5,93.0,17,Action
Call of Duty 4: Modern Warfare,2007-11-05,4.39,5,92.0,6,"Shooter, Action"
Rome: Total War - Collection,2007-08-28,3.98,4,92.0,3,Strategy
Team Fortress 2,2007-10-10,3.68,4,92.0,9,"Shooter, Action"
Crysis,2007-11-12,4.01,4,91.0,3,"Shooter, Action"
World of Warcraft: The Burning Crusade,2007-01-16,4.4,5,91.0,0,"Massively Multiplayer, RPG"
Halo 3,2007-09-25,4.35,5,91.0,2,Shooter
Metroid Prime 3: Corruption,2007-08-27,4.39,5,90.0,11,"Adventure, Action"
The Legend of Zelda: Phantom Hourglass,2007-10-01,4.05,4,90.0,18,"Adventure, Action, Puzzle"
The World Ends With You DS,2007-07-27,4.33,5,90.0,10,"Action, RPG"
Portal,2007-10-09,4.51,5,90.0,4,"Adventure, Puzzle"
Half-Life 2: Episode Two,2007-10-10,4.45,5,90.0,5,"Shooter, Action, Puzzle"
Ratchet & Clank Future: Tools of Destruction,2007-10-23,4.12,4,89.0,0,Action
Mass Effect,2007-11-16,4.39,5,89.0,9,"Action, RPG"
Railroad Tycoon II Platinum,2007-05-04,3.92,5,89.0,1,"Strategy, Simulation"
World in Conflict,2007-09-18,4.27,4,89.0,1,Strategy
Medieval II: Total War,2007-11-27,4.08,5,88.0,4,"Strategy, Simulation"
Peggle,2007-02-27,3.91,4,88.0,2,"Arcade, Puzzle"
Uncharted: Drake's Fortune,2007-11-19,4.03,4,88.0,12,"Adventure, Action"
Zack & Wiki: Quest for Barbaros' Treasure,2007-10-23,4.17,4,87.0,0,Adventure
Kingdom Hearts II Final Mix,2007-03-29,4.53,5,87.0,0,"Action, RPG"
Company of Heroes: Opposing Fronts,2007-09-24,3.42,4,87.0,1,"Strategy, Action"
Tom Clancy’s Rainbow Six: Vegas (PSP),2007-06-12,0.0,0,86.0,0,"Shooter, Action"
Civilization IV: Beyond the Sword,2007-06-24,3.73,4,86.0,3,Strategy
The Elder Scrolls 4: Shivering Isles,2007-03-27,4.52,5,86.0,0,RPG
"Warhammer 40,000: Dawn of War - Game of the Year Edition",2007-08-07,3.96,4,86.0,3,Strategy
Supreme Commander,2007-02-17,3.78,4,86.0,1,Strategy
Medieval II: Total War Kingdoms,2007-11-27,4.21,5,85.0,119,Strategy
Syphon Filter: Logan's Shadow,2007-10-02,3.8,4,85.0,0,"Shooter, Action"
"Pokémon Diamond, Pearl",2007-04-22,4.2,4,85.0,2,"Adventure, RPG"
Super Paper Mario,2007-04-09,4.08,4,85.0,21,"Platformer, RPG"
Command & Conquer 3: Tiberium Wars,2007-11-13,4.04,4,85.0,3,"Strategy, Simulation"
Professor Layton and the Curious Village,2007-02-15,4.41,4,85.0,7,"Adventure, Puzzle"
Puzzle Quest: Challenge of the Warlords,2007-03-16,4.0,4,84.0,3,"Casual, Puzzle"
WarHawk,2007-08-28,3.41,3,84.0,0,"Shooter, Action, Simulation"
Unreal Tournament 3,2007-11-19,3.89,4,84.0,0,Action
WarioWare: Smooth Moves,2007-01-15,4.43,5,83.0,3,Casual
Tomb Raider: Anniversary,2007-06-01,3.95,4,83.0,2,"Adventure, Action"
RACE 07,2007-10-15,2.14,1,83.0,1,Racing
The Legend of Heroes: Trails in the Sky the 3rd,2007-06-28,4.45,5,83.0,14,RPG
Unreal Tournament 3 Black,2007-12-11,3.79,4,83.0,2,"Shooter, Action"
Odin Sphere,2007-05-17,4.45,4,83.0,0,RPG
Europa Universalis III Complete,2007-01-22,3.34,5,83.0,2,Strategy
Colin McRae: DiRT,2007-06-12,3.97,4,83.0,2,"Racing, Arcade, Action, Sports"
Aquaria,2007-12-06,3.46,5,82.0,1,"Indie, Adventure, Action"
Lunar Knights,2007-02-06,0.0,0,82.0,0,"Adventure, Action, RPG"
Sam & Max: Episode 201 - Ice Station Santa,2007-11-09,3.04,4,82.0,3,Adventure
S.T.A.L.K.E.R.: Shadow of Chernobyl,2007-03-19,4.3,5,82.0,3,"Shooter, Adventure, Action, RPG"
Tom Clancy's Ghost Recon Advanced Warfighter 2,2007-03-06,3.42,4,82.0,1,"Shooter, Strategy, Action"
Bleach: Dark Souls,2007-02-15,0.0,0,82.0,0,"Action, Fighting"
Guitar Hero III: Legends of Rock,2007-10-28,4.39,5,82.0,4,Arcade
Viva Piñata,2007-10-30,3.57,4,81.0,34,"Strategy, Family, Simulation"
Final Fantasy XII: Revenant Wings,2007-11-20,3.32,4,81.0,0,"Strategy, RPG"
The Darkness,2007-06-25,4.04,4,81.0,3,"Shooter, Action"
Jade Empire: Special Edition,2007-02-26,4.11,4,81.0,1,"Action, RPG"
The Witcher,2007-10-24,4.16,4,81.0,15,RPG
Overlord,2007-06-26,3.81,4,81.0,1,"Action, RPG"
Supreme Commander: Forged Alliance,2007-11-06,3.82,4,81.0,2,Strategy
TEKKEN 6,2007-10-27,3.81,4,80.0,5,"Arcade, Fighting"
Ace Combat 6: Fires of Liberation,2007-10-23,3.74,4,80.0,0,"Shooter, Action"
Assassin's Creed,2007-11-13,3.9,4,80.0,5,"Adventure, Action"
Virtua Tennis 3,2007-03-08,4.04,4,80.0,1,Sports
FIFA 08,2007-10-09,3.77,4,80.0,0,Sports
Ninja Gaiden Sigma,2007-06-03,4.25,4,80.0,0,Action
Titan Quest: Immortal Throne,2007-03-05,4.13,4,80.0,4,"Action, RPG"
Eternal Sonata,2007-06-14,3.86,4,80.0,49,RPG
Castlevania: The Dracula X Chronicles,2007-10-23,4.0,4,80.0,21,"Platformer, Adventure, Action"
Silent Hunter IV: Wolves of the Pacific,2007-03-20,3.25,4,79.0,3,"Strategy, Action, Simulation"
Heavenly Sword,2007-09-12,3.82,4,79.0,7,Action
Nancy Drew: Legend of the Crystal Skull,2007-10-08,4.07,4,79.0,7,Adventure
FlatOut: Ultimate Carnage,2007-06-22,3.99,4,79.0,2,"Racing, Arcade"
Depths of Peril,2007-09-04,2.25,1,79.0,1,"Strategy, Indie, Action, RPG"
Shadowgrounds Survivor,2007-11-13,2.68,3,79.0,3,"Shooter, Action"
Lost Odyssey,2007-12-06,4.08,4,78.0,11,RPG
LEGO Indiana Jones: The Original Adventures,2007-01-01,3.89,4,78.0,3,"Family, Platformer, Adventure, Action"
The Sims 2: Seasons,2007-02-27,3.97,4,78.0,6,Strategy
Medal of Honor: Airborne,2007-10-06,3.71,4,78.0,2,"Shooter, Action"
Silent Hill: Origins,2007-11-06,3.76,4,78.0,0,Action
