name,release_date,rating,metacritic,playtime,genres
Majesty 2,2009-09-18,3.84,72.0,2,"Strategy, Simulation"
Splosion Man,2009-07-22,3.53,,0,"Platformer, Action"
Dangerous High School Girls in Trouble!,2009-02-23,2.0,81.0,1,"Casual, Indie, RPG"
AaAaAA!!! - A Reckless Disregard for Gravity,2009-09-03,3.1,81.0,1,"Indie, Action, Sports"
Agarest: Generations of War,2009-10-30,3.15,45.0,3,"Strategy, Adventure, RPG"
Section 8,2009-09-01,2.54,,1,"Shooter, Action"
Gyromancer,2009-11-18,2.59,71.0,1,RPG
Burn Zombie Burn!,2009-03-26,2.32,72.0,1,"Shooter, Arcade, Action"
James Cameron's AVATAR: The Game,2009-12-01,2.92,60.0,18,"Shooter, Action"
Worms 2: Armageddon,2009-07-01,3.98,80.0,19,"Strategy, Action"
Fat Princess,2009-07-30,3.62,79.0,0,"Strategy, Arcade"
Kingdom Hearts 358/2 Days,2009-05-30,3.82,75.0,3,RPG
Puzzle Kingdoms,2009-04-27,2.0,,1,Casual
Harry Potter and the Half-Blood Prince,2009-06-30,3.43,64.0,17,"Adventure, Action"
Tom Clancy's H.A.W.X.,2009-02-26,3.85,75.0,2,"Arcade, Action"
Grand Ages: Rome,2009-02-26,2.79,72.0,1,"Strategy, Simulation"
Magic: The Gathering - Duels of the Planeswalkers,2009-06-17,3.31,72.0,10,Card
Anno 1404,2009-06-25,4.29,82.0,4,"Strategy, Simulation"
Dystopia,2009-02-06,3.11,,1,"Adventure, Action, Strategy, Simulation, Indie"
Rig n Roll,2009-11-27,2.82,61.0,1,"Racing, Arcade, Simulation"
Mushroom Wars,2009-10-15,3.2,80.0,5,"Action, Casual, Strategy, Arcade, Indie"
Shattered Horizon,2009-11-04,2.62,72.0,1,"Shooter, Indie, Action"
Elven Legacy,2009-04-07,3.0,71.0,1,"Strategy, RPG"
The Legend of Zelda: Spirit Tracks,2009-12-07,3.9,87.0,19,"Adventure, Action"
Alien Shooter: Revisited,2009-04-15,3.51,,3,"Indie, Action, RPG"
King Arthur - The Role-playing Wargame,2009-11-24,2.56,,1,"Strategy, RPG"
Ninja Blade,2009-01-29,3.34,61.0,2,"Adventure, Action"
Grand Theft Auto: Chinatown Wars,2009-03-17,3.87,90.0,0,"Adventure, Action"
Reign: Conflict of Nations,2009-12-11,1.94,60.0,1,Strategy
Twin Sector,2009-09-16,1.71,49.0,1,"Adventure, Action"
XIII Century – Gold Edition,2009-08-28,2.33,,1,Strategy
Critter Crunch,2009-10-08,3.25,,1,"Action, Puzzle, Casual, Arcade, Indie"
Terminator Salvation,2009-05-19,2.54,47.0,1,"Shooter, Action"
Watchmen: The End is Nigh,2009-03-04,3.1,61.0,2,"Adventure, Action"
Shin Megami Tensei: Persona 3 Portable,2009-11-01,4.51,84.0,4,"Strategy, Adventure, RPG"
Yosumin!,2009-05-26,1.73,,1,Casual
Ion Assault,2009-09-23,2.33,,2,"Shooter, Action, Casual, Arcade, Indie"
Canabalt,2009-10-02,3.59,,2,"Casual, Indie, Arcade, Action"
UFC 2009 Undisputed,2009-05-19,3.28,,0,"Arcade, Fighting, Sports"
X-Men Origins: Wolverine,2009-05-01,4.01,75.0,5,Action
Rogue Warrior,2009-11-27,2.26,29.0,2,"Shooter, Action"
The Whispered World,2009-08-28,3.79,70.0,1,Adventure
Return to Mysterious Island 2: Mina's Fate,2009-06-19,3.5,,1,"Casual, Adventure"
Roogoo,2009-12-17,1.69,72.0,1,"Casual, Puzzle"
Alter Ego,2009-09-22,2.5,59.0,1,"Adventure, Action, RPG, Casual, Simulation, Indie"
The Lord of the Rings: Conquest,2009-01-13,3.25,55.0,7,"Action, Fighting"
Fight Night Round 4,2009-06-25,3.97,,36,Sports
Zombie Bowl-o-Rama,2009-10-03,3.14,,1,"Casual, Arcade, Sports"
Pro Evolution Soccer 2010,2009-10-23,3.77,,22,Sports
Saw: The Video Game,2009-10-06,3.1,58.0,2,Action
Angry Birds,2009-12-11,3.85,80.0,4,"Arcade, Action, Puzzle"
IL-2 Sturmovik Birds of Prey,2009-10-01,3.4,78.0,3,"Strategy, Action, Simulation"
King's Quest Collection,2009-07-23,3.2,,1,Adventure
Guitar Hero 5,2009-09-01,3.81,,6,Arcade
Luxor Mahjong,2009-07-13,2.75,,1,Casual
Fortix,2009-10-06,2.88,58.0,3,"Action, Puzzle"
Dead Space: Extraction,2009-09-24,3.47,80.0,6,"Shooter, Arcade, Action"
Assassin's Creed: Bloodlines,2009-11-17,3.58,63.0,6,"Adventure, Action"
Wheelman,2009-03-24,2.93,63.0,3,"Shooter, Action"
Escape Rosecliff Island,2009-03-03,1.73,,1,Casual
Dark Fall 3: Lost Souls,2009-12-03,2.47,75.0,4,"Indie, Adventure"
Orbital,2009-08-13,2.14,,3,"Casual, Strategy, Indie, Puzzle"
Zombie Apocalypse,2009-09-23,2.83,,1,"Shooter, Arcade, Action"
Dragon's Lair HD,2009-12-21,3.63,,1,"Arcade, Casual, Adventure, Action"
Madballs in Babo:Invasion,2009-09-17,3.17,79.0,2,Indie
Death Track: Resurrection,2009-05-05,1.84,53.0,1,"Racing, Action"
Midnight Mysteries,2009-09-28,2.83,,3,"Casual, Adventure"
Wanted: Weapons of Fate,2009-03-24,3.26,62.0,6,"Shooter, Adventure, Action"
Street Fighter II' HF,2009-09-23,3.75,,0,
Lunnye Devitsy,2009-07-01,2.38,,2,"Casual, Indie"
Ceville,2009-02-20,2.8,73.0,1,"Strategy, Adventure, Action"
Helldorado,2009-04-29,3.12,65.0,1,Strategy
Numen: Contest of Heroes,2009-12-14,2.4,,1,RPG
Silent Hill: Shattered Memories,2009-12-08,4.09,78.0,0,"Adventure, Action"
Droplitz,2009-06-26,3.0,,1,Puzzle
Grand Theft Auto IV: The Lost and Damned,2009-02-17,4.06,89.0,6,Action
Texas Hold'em,2009-12-02,2.89,,0,"Card, Board Games"
Sacraboar,2009-11-06,0.0,,1,"Strategy, Indie, Action"
Foreign Legion: Buckets of Blood,2009-08-04,2.89,,1,"Indie, Action"
Theatre of War 2: Kursk 1943,2009-10-16,2.94,,1,"Strategy, Simulation"
Grand Theft Auto IV: The Ballad of Gay Tony,2009-10-29,4.19,88.0,10,Action
G-Force: The Video Game,2009-07-21,3.36,61.0,5,"Arcade, Adventure, Action"
METAL SLUG XX,2009-12-23,3.55,,1,"Arcade, Action"
BIT.TRIP CORE,2009-07-05,2.78,,1,"Indie, Arcade, Action"
Elven Legacy: Ranger,2009-10-20,2.92,68.0,1,Strategy
Escape,2009-01-02,2.33,,1,"Adventure, Action, RPG, Puzzle, Casual, Strategy, Arcade, Indie"
3D Dot Game Heroes,2009-11-05,3.53,77.0,22,"Action, RPG"
Elven Legacy: Siege,2009-11-17,2.78,,1,Strategy
BIT.TRIP VOID,2009-11-23,3.1,,2,"Indie, Arcade, Action"
Undertow,2009-12-08,2.58,,0,"Adventure, Action"
Guitar Hero: Metallica,2009-03-29,4.24,85.0,1,Arcade
WWE SmackDown vs. RAW 2010,2009-09-04,3.6,,0,"Arcade, Action, Fighting, Sports"
Madden NFL 10,2009-08-14,2.67,,0,Sports
RACE On,2009-10-06,4.0,,1,Racing
Hearts of Iron 2 Complete,2009-01-23,3.35,83.0,1,Strategy
Bomberman ULTRA,2009-06-11,3.45,,1,"Strategy, Arcade, Action, Puzzle"
Lego Rock Band,2009-11-03,3.58,75.0,8,Arcade
Watchmen: The End is Nigh Part 2,2009-07-29,3.11,44.0,2,"Adventure, Action"
Puzzler World,2009-12-08,3.4,,2,Casual
Wii Sports Resort,2009-07-26,4.22,80.0,2,Sports
DJ Hero,2009-10-27,3.85,,4,Arcade
Dawn of Magic 2,2009-09-07,3.29,,1,"Action, RPG"
Aztaka,2009-05-07,2.88,,1,"Indie, Action, RPG"
Restaurant Empire II,2009-05-27,2.75,64.0,1,"Casual, Strategy, Indie, Simulation"
Resident Evil: The Darkside Chronicles,2009-11-17,3.39,,4,"Shooter, Arcade, Action"
The Tomorrow War,2009-05-04,2.56,,3,"Adventure, Action, Simulation"
NOBY NOBY BOY,2009-02-19,3.23,,0,"Arcade, Action"
Way of the Samurai 3,2009-02-26,3.33,56.0,3,"Adventure, Action"
Mario and Luigi: Bowser's Inside Story,2009-09-14,4.4,90.0,0,RPG
Zombie Driver,2009-12-04,2.93,60.0,2,"Racing, Arcade"
Bob Came in Pieces,2009-12-21,2.0,73.0,1,"Indie, Adventure"
Transformers: Revenge of the Fallen,2009-06-23,2.78,61.0,2,"Shooter, Action"
Marauder (2009),2009-09-10,3.14,,4,"Strategy, RPG"
Chainz 2: Relinked,2009-07-13,0.0,,1,Casual
Katawa Shoujo,2009-04-29,4.36,,0,Adventure
EyePet,2009-10-23,2.87,,0,Family
Ironclads: American Civil War,2009-01-08,1.57,,1,Strategy
Shift,2009-01-19,1.62,,3,"Strategy, Indie, Board Games, Puzzle"
Samantha Swift and the Golden Touch,2009-04-29,2.0,,6,Casual
Ironclads: High Seas,2009-10-11,1.57,,1,Strategy
Ys SEVEN,2009-09-16,4.14,80.0,5,"Action, RPG"
Clutch,2009-07-20,2.62,51.0,1,"Racing, Action"
Spore: Galactic Adventures,2009-06-23,3.83,,2,
Ratchet and Clank: A Crack in Time,2009-10-27,4.38,87.0,0,"Arcade, Action"
Yumsters 2: Around the World,2009-11-12,2.09,,1,"Casual, Indie"
FLOCK! (2009),2009-04-03,3.0,65.0,1,"Adventure, Action, Puzzle, Casual, Strategy"
Afro Samurai,2009-01-27,3.37,65.0,8,"Adventure, Action"
Professor Layton and the Diabolical Box,2009-08-24,4.08,,0,"Adventure, Puzzle"
Crash Time 3,2009-11-25,3.2,,1,"Racing, Action"
NHL 10,2009-09-15,3.38,88.0,0,Sports
Runes of Magic,2009-03-19,2.87,,1,"Massively Multiplayer, Adventure, Action, RPG"
The Graveyard,2009-03-09,3.57,,1,"Indie, Simulation"
TotemBall,2009-12-18,2.38,,0,Action
Secret Files 2: Puritas Cordis,2009-10-28,3.81,64.0,6,"Family, Adventure"
Metal Drift,2009-10-22,2.17,,1,"Racing, Indie, Action, Sports"
East India Company,2009-07-31,2.38,67.0,1,Strategy
Puzzle Fighter HD,2009-12-23,3.72,,0,Puzzle
Ace Attorney Investigations - Miles Edgeworth,2009-05-28,4.19,78.0,0,Adventure
Dragon Ball: Raging Blast,2009-10-11,3.26,,0,Fighting
Supreme Ruler 2020 Gold,2009-07-09,1.0,65.0,1,Strategy
Blueberry Garden,2009-06-10,3.09,68.0,1,"Indie, Adventure"
3 on 3 NHL Arcade,2009-02-05,3.77,,0,"Arcade, Sports"
ShellShock 2: Blood Trails,2009-02-12,2.61,35.0,1,"Shooter, Adventure, Action"
SpongeBob: Truth-Sq.,2009-10-26,3.33,,0,"Platformer, Family, Action"
Slapshot,2009-01-19,2.5,,1,Sports
Pokémon Mystery Dungeon: Explorers of Sky,2009-10-12,4.24,,0,"Adventure, Action, RPG"
Metroid Prime: Trilogy,2009-08-24,4.42,91.0,0,"Adventure, Action"
Fable II Pub Games,2009-12-01,3.11,,24,"Card, Board Games"
Rag Doll Kung Fu: Fists of Plastic,2009-04-09,2.62,,0,"Arcade, Fighting"
Urban Rivals,2009-12-11,3.07,,1,"Card, Strategy, Massively Multiplayer, Action"
Virtua Tennis 2009,2009-06-09,3.83,70.0,1,Sports
Patapon,2009-09-03,4.09,,0,"Strategy, Action, Puzzle"
Puzzle Quest: Galactrix,2009-02-24,2.25,72.0,1,"Casual, RPG, Puzzle"
Fallen Earth,2009-09-22,3.29,,2,"Massively Multiplayer, RPG"
Jet Car Stunts,2009-11-13,3.22,57.0,1,"Racing, Indie, Action, Sports"
Tales of Monkey Island: Chapter 1,2009-07-27,3.47,,3,Adventure
BlazBlue,2009-07-20,3.76,,0,Fighting
Fallout 3: The Pitt,2009-03-24,3.87,76.0,0,"Action, RPG"
Fallout 3: Operation Anchorage,2009-01-27,3.59,66.0,0,"Shooter, Action, RPG"
God of War Collection,2009-11-17,4.23,82.0,9,Action
18 Wheels of Steel: Extreme Trucker,2009-09-22,3.18,,1,Simulation
World in Conflict: Soviet Assault,2009-03-10,4.15,72.0,2,Strategy
50 Cent: BotS,2009-02-24,3.19,,0,"Shooter, Action"
Project Freedom,2009-10-14,0.0,,1,"Action, Simulation"
.detuned,2009-09-17,2.18,,4,Arcade
Sonic's Ultimate Genesis Collection,2009-02-10,3.86,80.0,9,"Casual, Platformer, Adventure"
South Park,2009-10-07,3.25,72.0,0,"Strategy, Simulation"
Magic Orbz,2009-01-15,2.5,,0,Puzzle
Sea Dogs: City of Abandoned Ships,2009-05-11,4.04,61.0,1,"Action, RPG"
Sonic's UGC,2009-02-10,3.94,,0,"Shooter, Action, RPG"
Fallout 3: Broken Steel,2009-05-05,3.83,81.0,0,"Action, RPG"
Fallout 3: Mothership Zeta,2009-08-03,3.38,66.0,0,"Action, RPG"
Band Hero,2009-11-03,3.52,,4,Arcade
Fallout 3: Point Lookout,2009-06-23,4.01,79.0,0,"Action, RPG"
World of Zoo,2009-10-26,0.0,,3,Simulation
Half-Life: Before,2009-03-05,2.17,,1,"Shooter, Action"
I MAED A GAM3 W1TH Z0MB1ES 1N IT!!!1,2009-08-16,2.67,,1,"Casual, Indie, Action"
Katamari Forever,2009-09-18,4.36,74.0,0,Arcade
Tales of Monkey Island,2009-07-06,3.85,,1,"Adventure, Puzzle"
Comet Crash,2009-04-02,2.7,,0,"Strategy, Arcade"
Cuboid,2009-01-08,2.5,,0,Puzzle
KOF98UM,2009-12-04,3.47,,0,
Trivial Pursuit,2009-03-10,3.06,,0,Family
Ice Age: Dawn of the Dinosaurs,2009-06-30,3.81,59.0,0,"Arcade, Platformer, Adventure, Action"
Sun Blast,2009-08-10,1.67,,3,Arcade
Fatale,2009-10-05,3.5,,1,"Casual, Indie, Adventure"
NyxQuest: Kindred Spirits,2009-08-10,2.9,,1,"Adventure, Action"
Super Laser Racer,2009-07-24,2.0,,1,"Racing, Indie, Action"
Delta Force Xtreme 2,2009-05-28,3.25,,1,Action
Catan,2009-10-25,3.36,,2,"Strategy, Board Games"
Lucidity,2009-10-07,2.56,59.0,1,"Casual, Platformer, Action"
SWTCW: Republic Heroes,2009-09-04,3.26,,0,"Adventure, Action"
Fire Emblem: Shadow Dragon,2009-02-16,3.86,81.0,0,"Strategy, RPG"
9th Company: Roots Of Terror,2009-12-03,2.67,,1,Strategy
Stormrise,2009-03-24,1.83,47.0,1,"Strategy, Action"
The Polynomial,2009-05-28,0.0,,1,Arcade
For The Glory: A Europa Universalis Game,2009-11-10,0.0,,1,Strategy
FATE: The Traitor Soul,2009-09-08,0.0,,4,"Adventure, Action, RPG"
Light of Altair,2009-06-04,0.0,66.0,2,"Strategy, Indie, Simulation"
Space Fighter,2009-01-22,0.0,,1,"Adventure, Action, Casual, Arcade, Indie"
Frogger Returns,2009-11-09,2.42,,1,"Arcade, Action"
Guitar Hero: Van Halen,2009-12-22,3.73,,5,Arcade
GAROU MOW,2009-12-04,4.0,,0,
The King of Fighters XII,2009-07-28,3.47,,2,"Arcade, Fighting"
NBA 2K10,2009-10-09,3.56,83.0,26,Sports
Smash Cars,2009-08-20,2.5,,1,"Racing, Arcade, Action, Sports"
CRYSTAL DEFENDERS,2009-03-11,2.29,,0,"Strategy, Adventure, Action, Simulation"
Dragon Quest IX: Sentinels of the Starry Skies,2009-07-11,4.4,87.0,16,RPG
WWE Legends,2009-03-24,2.8,,0,"Action, Fighting, Sports"
Quantz,2009-08-13,0.0,67.0,1,"Casual, Indie"
Big Brain Wolf,2009-05-28,0.0,,1,"Casual, Strategy, Adventure"
Punch-Out!!,2009-05-18,4.38,,2,
LittleBigPlanet PSP,2009-11-24,3.93,,0,Action
Time Pilot,2009-12-18,1.7,,0,"Shooter, Action"
Zen Pinball,2009-05-14,2.93,,0,"Casual, Arcade, Simulation"
Tekken 6 (PSP),2009-11-24,4.02,80.0,0,"Arcade, Action, Fighting"
Babel Rising,2009-12-21,3.08,56.0,1,"Strategy, Arcade, Action"
Tiger Woods PGA Tour 10,2009-06-08,3.5,80.0,0,Sports
Space Ace,2009-05-27,3.33,,1,"Arcade, Casual, Adventure, Action"
MadWorld,2009-03-10,4.17,81.0,5,Action
Jak and Daxter: The Lost Frontier,2009-11-03,3.0,72.0,0,"Arcade, Adventure, Action"
NCAA Football 10,2009-07-14,3.77,82.0,0,"Simulation, Sports"
Dawn of Discovery,2009-05-22,3.88,,1,Strategy
Gridrunner Revolution,2009-09-24,0.0,,1,Indie
Rush for Berlin Gold,2009-10-29,0.0,76.0,1,Strategy
Hunting Unlimited 2010,2009-07-07,0.0,,1,"Simulation, Sports"
Monster Hunter Freedom Unite,2009-10-02,4.24,84.0,26,"Adventure, Action, RPG"
Mahjong Tales: Ancient Wisdom,2009-01-08,2.43,,0,"Board Games, Puzzle"
Novadrome,2009-12-10,2.11,,0,"Racing, Arcade"
Joint Operations: Combined Arms Gold,2009-08-18,0.0,,1,Action
Art of Murder: Hunt for the Puppeteer,2009-02-17,2.7,56.0,0,Adventure
Divinity 2: Ego Draconis,2009-07-24,3.57,67.0,0,RPG
F.E.A.R. 2: Reborn,2009-07-29,3.58,57.0,0,"Shooter, Action"
