name,release_date,rating,rating_top,metacritic,playtime,genres
Super Mario Galaxy 2,2010-05-23,4.36,5,97.0,18,Platformer
Grand Theft Auto IV: Complete Edition,2010-10-27,4.55,5,95.0,0,"Adventure, Action"
Red Dead Redemption,2010-05-18,4.43,5,95.0,7,"Shooter, Action"
Mass Effect 2,2010-01-26,4.48,5,94.0,22,"Action, RPG"
StarCraft II: Wings of Liberty,2010-07-27,4.58,5,93.0,13,Strategy
Cut the Rope,2010-10-04,3.76,4,93.0,1,"Casual, Indie, Arcade, Puzzle"
StarCraft II,2010-07-27,4.4,5,93.0,0,Strategy
God of War III,2010-03-16,4.42,5,92.0,10,Action
Rock Band 3,2010-08-11,4.16,5,92.0,14,Arcade
Batman: Arkham Asylum Game of the Year Edition,2010-03-26,4.38,5,91.0,8,"Platformer, Adventure, Action"
Halo: Reach,2010-09-14,4.28,5,91.0,11,Shooter
N.O.V.A. 2: Near Orbit Vanguard Alliance,2010-12-15,0.0,5,90.0,0,"Shooter, Action"
World of Warcraft: Cataclysm,2010-12-07,4.04,4,90.0,0,"Massively Multiplayer, RPG"
Sid Meier's Civilization V,2010-09-21,4.3,4,90.0,26,Strategy
Modern Combat 2: Black Pegasus,2010-10-06,3.8,4,90.0,6,"Shooter, Action"
Mirror's Edge (Mobile),2010-04-01,0.0,0,89.0,0,"Platformer, Action"
Metal Gear Solid: Peace Walker,2010-04-29,4.1,4,89.0,211,"Adventure, Action"
Xenoblade Chronicles,2010-06-10,4.37,5,89.0,14,"Action, RPG"
Assassin’s Creed Brotherhood,2010-11-16,4.26,4,88.0,15,"Adventure, Action"
BioShock 2,2010-02-09,4.07,4,88.0,3,"Shooter, Action"
Dragon Age: Origins - Ultimate Edition,2010-10-26,4.44,5,88.0,7,RPG
NHL 11,2010-09-07,3.57,4,88.0,0,Sports
Limbo,2010-07-21,4.15,4,88.0,3,"Indie, Platformer, Adventure, Puzzle"
NBA 2K11,2010-10-04,3.62,4,87.0,30,Sports
"Pokémon HeartGold, SoulSilver",2010-03-14,4.38,5,87.0,0,RPG
Sins of a Solar Empire: Trinity,2010-02-08,2.78,4,87.0,1,Strategy
Infinity Blade,2010-12-09,4.08,4,87.0,5,"Adventure, Action"
Super Meat Boy,2010-10-20,3.97,4,87.0,3,"Platformer, Indie"
Plants vs. Zombies GOTY Edition,2010-08-10,4.32,4,87.0,5,Strategy
Battlefield: Bad Company 2,2010-03-02,4.13,4,87.0,7,"Shooter, Action"
Sin & Punishment: Star Successor,2010-06-27,4.23,4,87.0,0,"Shooter, Arcade"
Red Dead Redemption: Undead Nightmare,2010-11-22,4.03,4,87.0,0,"Shooter, Adventure, Action"
Monkey Island 2 Special Edition: LeChuck’s Revenge,2010-07-07,4.27,5,87.0,3,"Adventure, Action"
BlazBlue Calamity Trigger,2010-02-25,3.72,4,86.0,3,"Action, Fighting"
Battlefield: Bad Company 2 - Vietnam,2010-12-17,4.08,4,86.0,0,"Shooter, Action"
NCAA Football 11,2010-07-13,3.47,4,86.0,0,Sports
Assassin's Creed 2 Deluxe Edition,2010-03-04,4.33,5,86.0,13,"Adventure, Action"
Game Dev Story,2010-10-09,4.09,4,86.0,1,"Adventure, Casual, Strategy, Simulation, Indie"
God of War: Ghost of Sparta,2010-11-02,4.14,4,86.0,7,"Adventure, Action"
Mass Effect 2: Lair of the Shadow Broker,2010-09-07,4.48,5,86.0,0,"Shooter, Adventure, Action, RPG"
skate.,2010-01-20,4.18,4,86.0,0,Sports
Kirby's Epic Yarn,2010-10-14,3.97,4,86.0,1,Platformer
Need For Speed: Hot Pursuit,2010-11-16,3.86,4,86.0,3,"Racing, Arcade"
Tatsunoko VS. Capcom: Ultimate All Stars,2010-01-26,4.31,4,85.0,0,Fighting
Eiyuu Densetsu: Zero no Kiseki,2010-09-30,3.88,4,85.0,0,RPG
Need For Speed: Hot Pursuit - Limited Edition,2010-11-16,0.0,0,85.0,0,Racing
Donkey Kong Country Returns,2010-11-21,4.41,5,85.0,10,Platformer
The Sly Collection,2010-11-09,4.48,4,85.0,1,"Arcade, Adventure, Action"
Amnesia: The Dark Descent,2010-09-08,3.65,4,85.0,2,"Indie, Adventure, Action"
"Warhammer 40,000: Dawn of War II Chaos Rising",2010-03-11,3.94,4,85.0,4,"Strategy, RPG"
F1 2010,2010-09-22,3.44,4,84.0,4,"Racing, Sports"
Castlevania: Lords of Shadow,2010-10-05,3.91,4,84.0,6,"Adventure, Action"
FIFA 11,2010-09-28,3.66,4,84.0,0,Sports
Pinball FX2,2010-10-13,3.31,4,84.0,1,"Casual, Simulation, Sports"
Mass Effect 2: Overlord,2010-06-15,4.01,4,84.0,60,RPG
Gran Turismo 5,2010-11-24,4.15,4,84.0,63,Racing
Just Cause 2,2010-03-23,3.61,4,84.0,3,"Shooter, Action"
Fallout: New Vegas,2010-10-19,4.44,5,84.0,12,"Shooter, Adventure, Action, RPG"
Darksiders,2010-01-27,3.76,4,83.0,3,Action
Samurai II: Vengeance,2010-10-21,0.0,0,83.0,0,"Arcade, Adventure, Action"
Puzzle Quest 2,2010-06-07,3.36,4,83.0,16,"Casual, Adventure, RPG, Puzzle"
Age of Conan: Rise of the Godslayer,2010-05-11,0.0,0,83.0,0,"Massively Multiplayer, RPG"
Tom Clancy's Splinter Cell: Conviction,2010-04-13,3.83,4,83.0,5,"Adventure, Action"
Brothers In Arms 2: Global Front,2010-02-21,0.0,0,83.0,0,"Shooter, Action"
Valkyria Chronicles II,2010-01-21,3.63,4,83.0,22,"Strategy, Action"
Alan Wake,2010-05-14,4.1,4,83.0,5,"Shooter, Adventure, Action"
No More Heroes 2: Desperate Struggle,2010-01-26,4.31,5,83.0,4,Action
Cave Story+,2010-03-22,3.94,4,83.0,2,"Indie, Platformer, Adventure, Action"
Recettear: An Item Shop's Tale,2010-09-09,3.85,4,82.0,5,"Indie, Action, RPG"
Monday Night Combat,2010-08-09,2.85,4,82.0,2,"Shooter, Action, Strategy, Sports, Indie"
Final Fantasy XIV,2010-09-30,4.17,5,82.0,0,"Massively Multiplayer, RPG"
Kingdom Hearts Birth by Sleep,2010-01-09,4.36,5,82.0,0,"Action, RPG"
Trauma Team,2010-05-18,0.0,0,82.0,0,Simulation
Halo Wars,2010-08-11,3.63,4,82.0,4,Strategy
BioShock 2: Minerva's Den,2010-08-23,4.14,4,82.0,0,"Shooter, Action"
Danganronpa: Trigger Happy Havoc,2010-11-25,4.27,4,82.0,10,Adventure
Dragon Age: Origins Awakening,2010-03-16,4.44,5,82.0,1,RPG
Viva Piñata: TIP,2010-07-15,3.26,3,82.0,0,Family
Gangstar: Miami Vindication,2010-09-23,0.0,0,82.0,0,"Racing, Action"
Lara Croft and the Guardian of Light,2010-08-05,3.43,4,82.0,2,"Adventure, Action"
Bejeweled 3,2010-12-07,3.49,4,82.0,3,"Casual, Strategy, Family, Puzzle"
Perfect Dark Zero,2010-06-01,3.09,3,81.0,2,"Shooter, Action"
Blur,2010-05-25,3.91,4,81.0,4,"Racing, Arcade"
Call of Duty: Black Ops,2010-11-09,4.03,4,81.0,9,"Shooter, Action"
Dungeon Defenders,2010-12-16,3.32,4,81.0,8,"Strategy, Indie, Action, RPG"
A Space Shooter for 2 Bucks!,2010-12-21,0.0,0,81.0,0,"Shooter, Arcade, Action"
VVVVVV,2010-01-09,3.76,4,81.0,1,"Adventure, Action, Puzzle, Casual, Arcade, Indie, Platformer"
Napoleon: Total War Imperial Edition,2010-02-25,0.0,0,81.0,0,Strategy
GoldenEye 007 (Wii),2010-11-02,3.58,4,81.0,0,"Shooter, Action"
Napoleon: Total War,2010-02-23,3.67,4,81.0,4,Strategy
Nimbus,2010-10-25,3.0,3,80.0,1,"Racing, Indie"
Alan Wake: The Writer,2010-10-12,4.05,4,80.0,0,Action
Shin Megami Tensei: Strange Journey,2010-03-23,4.29,5,80.0,0,RPG
Heavy Rain,2010-02-17,4.11,4,80.0,4,"Adventure, Action"
Skate 3,2010-05-11,4.15,4,80.0,9,"Arcade, Sports"
Red Steel 2,2010-03-23,4.08,4,80.0,2,Action
Resident Evil 5: Lost in Nightmares,2010-02-18,3.7,4,80.0,3,"Shooter, Action"
Football Manager 2011,2010-11-05,3.9,4,80.0,116,"Strategy, Sports"
Panzer Corps,2010-07-09,3.74,5,80.0,2,"Strategy, Board Games, Educational"
Rat On A Skateboard,2010-11-23,0.0,0,80.0,0,"Casual, Arcade, Action"
Metroid: Other M,2010-08-31,3.27,4,79.0,5,"Adventure, Action"
Puzzle Dimension,2010-06-21,3.57,4,79.0,1,"Casual, Indie, Puzzle"
LEGO Harry Potter: Years 1-4,2010-06-03,3.81,4,79.0,3,"Family, Platformer, Adventure, Action"
Guild Wars: Eye of the North,2010-10-08,4.29,4,79.0,78,"Massively Multiplayer, Action, RPG"
Metro 2033,2010-03-16,3.94,4,79.0,2,"Shooter, Action"
Asphalt 6: Adrenaline,2010-12-17,4.27,4,79.0,0,"Racing, Arcade"
Vanquish,2010-10-19,4.01,4,79.0,4,"Indie, Shooter, Adventure, Action"
Revenge of the Titans,2010-12-14,2.98,3,79.0,2,"Strategy, Indie, Action"
Worms Reloaded,2010-08-26,3.67,4,79.0,3,Strategy
The Misadventures of P.B. Winterbottom,2010-02-17,3.07,4,79.0,1,"Indie, Adventure"
Split/Second,2010-05-18,3.94,4,79.0,5,"Racing, Arcade, Action"
Golden Sun: Dark Dawn,2010-11-29,4.26,5,79.0,28,RPG
Gothic II: Gold Edition,2010-01-13,4.41,5,79.0,1,"Action, RPG"
Fable III,2010-10-25,3.73,4,78.0,8,"Action, RPG"
Sonic Colors,2010-11-11,3.79,4,78.0,5,Platformer
Mount & Blade: Warband,2010-03-30,4.36,5,78.0,10,"Strategy, Action, RPG"
Cladun: This is an RPG,2010-02-18,0.0,0,78.0,0,"Adventure, RPG"
DEATHSMILES,2010-05-28,3.73,4,78.0,2,"Shooter, Action, Casual, Arcade, Indie"
World of Tanks,2010-08-12,2.92,3,78.0,2,"Shooter, Massively Multiplayer, Action"
Yakuza 4,2010-03-18,4.16,5,78.0,0,Action
Tiger Woods PGA Tour 11,2010-05-13,2.43,1,78.0,0,Sports
Angry Birds Seasons,2010-10-21,3.5,4,78.0,0,"Casual, Arcade, Action, Puzzle"
King's Bounty: Crossworlds,2010-09-17,3.87,4,78.0,2,"Strategy, RPG"
Dead Rising 2,2010-08-31,3.53,4,78.0,5,Action
R.U.S.E.,2010-07-14,3.54,4,77.0,3,"Strategy, Simulation"
