name,release_date,rating,rating_top,metacritic,playtime,genres
Uncharted 2: Among Thieves,2009-10-13,4.39,5,96.0,13,"Shooter, Adventure, Action"
N.O.V.A.,2009-12-17,4.36,5,94.0,0,"Shooter, Action"
The Elder Scrolls IV: Oblivion Game of the Year Edition,2009-06-16,4.31,5,94.0,4,RPG
Forza Motorsport 3,2009-10-22,3.81,4,92.0,16,Racing
Fallout 3: Game of the Year Edition,2009-10-13,4.13,4,91.0,4,"Action, RPG"
Ticket to Ride,2009-12-18,3.57,4,91.0,3,"Casual, Strategy, Simulation, Indie, Board Games"
Dragon Age: Origins,2009-11-03,4.39,5,91.0,8,RPG
Street Fighter IV,2009-02-12,3.78,4,91.0,3,"Arcade, Action, Fighting"
Metroid Prime: Trilogy,2009-08-24,4.42,5,91.0,0,"Adventure, Action"
Killzone 2,2009-02-25,4.01,4,91.0,7,"Shooter, Action"
Batman: Arkham Asylum,2009-08-25,4.41,5,91.0,13,Action
Grand Theft Auto: Chinatown Wars,2009-03-17,3.87,4,90.0,0,"Adventure, Action"
Mario and Luigi: Bowser's Inside Story,2009-09-14,4.4,5,90.0,0,RPG
Bayonetta,2009-06-23,4.31,5,90.0,5,"Adventure, Action"
Empire: Total War,2009-03-03,3.77,4,90.0,4,Strategy
Guild Wars - Game of the Year Edition,2009-04-22,3.33,4,89.0,0,"Massively Multiplayer, RPG"
Assassin's Creed II,2009-11-17,4.42,5,89.0,14,Action
Left 4 Dead 2,2009-11-17,4.09,4,89.0,9,"Shooter, Action"
Labyrinth 2,2009-12-01,0.0,0,89.0,0,"Casual, Indie, Arcade, Puzzle"
Grand Theft Auto IV: The Lost and Damned,2009-02-17,4.06,4,89.0,6,Action
Demon's Souls,2009-02-05,4.29,5,89.0,38,"Action, RPG"
New Play Control! Pikmin,2009-03-09,0.0,0,89.0,0,Strategy
Flower,2009-02-12,3.98,4,89.0,2,"Arcade, Family, Casual, Adventure"
NHL 10,2009-09-15,3.38,4,88.0,0,Sports
Grand Theft Auto IV: The Ballad of Gay Tony,2009-10-29,4.19,4,88.0,10,Action
Colin McRae: DiRT 2,2009-09-08,4.03,4,88.0,3,"Racing, Arcade"
Shadow Complex,2009-08-19,4.11,4,88.0,24,"Shooter, Action"
New Super Mario Bros. Wii,2009-11-12,4.07,4,87.0,12,Platformer
Dragon Quest IX: Sentinels of the Starry Skies,2009-07-11,4.4,5,87.0,16,RPG
Ratchet and Clank: A Crack in Time,2009-10-27,4.38,5,87.0,0,"Arcade, Action"
MiniSquadron,2009-11-18,0.0,0,87.0,0,"Arcade, Action"
The Legend of Zelda: Spirit Tracks,2009-12-07,3.9,4,87.0,19,"Adventure, Action"
Burnout Paradise: The Ultimate Box,2009-02-05,3.97,4,87.0,2,"Racing, Arcade"
STEINS;GATE,2009-08-25,4.36,5,87.0,5,"Adventure, RPG"
PixelJunk Monsters Deluxe,2009-10-01,0.0,0,86.0,0,Strategy
The Sims 3,2009-06-02,4.02,4,86.0,11,"Casual, Simulation"
The Secret of Monkey Island: Special Edition,2009-07-15,4.19,5,86.0,2,"Family, Adventure"
Call of Duty: Modern Warfare 2,2009-11-10,4.26,4,86.0,22,Shooter
Plants vs. Zombies,2009-05-05,4.23,4,86.0,2,"Strategy, Arcade, Puzzle"
Resident Evil 5,2009-03-03,3.81,4,86.0,11,"Shooter, Action"
inFamous,2009-05-26,4.03,4,85.0,2,Action
"Warhammer 40,000: Dawn of War II",2009-02-18,3.95,4,85.0,6,"Strategy, RPG"
Guitar Hero: Metallica,2009-03-29,4.24,5,85.0,1,Arcade
Football Manager 2010,2009-10-30,3.67,4,85.0,30,"Strategy, Sports"
Machinarium,2009-10-16,4.17,4,85.0,3,"Family, Indie, Adventure, Puzzle"
Spotto!,2009-11-25,0.0,0,84.0,0,"Strategy, Puzzle"
Red Faction: Guerrilla - Demons of the Badlands,2009-08-13,0.0,0,84.0,0,"Shooter, Action"
FIFA 10,2009-09-30,3.48,4,84.0,0,Sports
Shin Megami Tensei: Persona 3 Portable,2009-11-01,4.51,5,84.0,4,"Strategy, Adventure, RPG"
Shatter,2009-07-23,3.16,3,84.0,2,"Adventure, Action, RPG, Casual, Arcade, Indie"
Skate 2,2009-01-21,4.19,5,84.0,0,"Arcade, Sports"
Guild Wars Factions,2009-04-22,4.18,4,84.0,0,"Massively Multiplayer, RPG"
"Time Gentlemen, Please! and Ben There, Dan That! Special Edition Double Pack",2009-08-25,2.23,1,84.0,1,"Indie, Adventure, Puzzle"
