name,release_date,rating,rating_top,metacritic,playtime,genres
Half-Life 2: Update,2015-03-27,4.14,5,96.0,1,Shooter
Divinity: Original Sin - Enhanced Edition,2015-10-27,4.27,5,94.0,8,"Indie, RPG"
Prune,2015-07-23,4.0,4,92.0,0,"Family, Puzzle"
Bloodborne,2015-03-24,4.41,5,92.0,12,"Action, RPG"
Undertale,2015-09-14,4.34,5,92.0,5,"Indie, RPG"
Alto's Adventure,2015-02-19,4.1,4,92.0,0,"Action, Sports"
The Witcher 3: Wild Hunt,2015-05-18,4.65,5,92.0,46,"Action, RPG"
BADLAND 2,2015-12-17,4.38,5,91.0,0,"Adventure, Action"
Metal Gear Solid V: The Phantom Pain,2015-09-01,4.15,5,91.0,23,"Shooter, Action"
N++ (NPLUSPLUS),2015-07-28,4.11,4,90.0,3,"Action, Puzzle"
The Witcher 3: Wild Hunt – Hearts of Stone,2015-10-13,4.75,5,90.0,0,RPG
The Room Three,2015-11-04,4.32,4,90.0,5,"Indie, Adventure, Puzzle"
Pillars of Eternity,2015-03-26,3.95,4,89.0,9,RPG
The Legend of Zelda: Majora's Mask 3D,2015-02-13,4.42,5,89.0,29,Adventure
Destiny: The Taken King,2015-09-15,4.09,4,88.0,0,"Shooter, Action, RPG"
The Last of Us: Left Behind Stand Alone,2015-05-12,3.71,4,88.0,0,Action
StarСraft II: Legacy of the Void,2015-11-10,4.58,5,88.0,0,Strategy
Medieval: Total War - Collection,2015-06-25,3.4,5,88.0,1,"Strategy, Action"
Ori and the Blind Forest,2015-03-10,4.39,5,88.0,6,"Platformer, Adventure"
Her Story,2015-06-23,3.99,4,88.0,4,"Indie, Adventure, Simulation, Puzzle"
Kerbal Space Program,2015-04-26,4.18,5,88.0,5,"Indie, Simulation"
Wasteland 2: Director's Cut,2015-10-13,3.63,4,87.0,6,"Indie, Strategy, Adventure, RPG"
Cut the Rope: Magic,2015-12-16,4.0,4,87.0,0,"Casual, Arcade, Puzzle"
Dying Light: The Following - Enhanced Edition,2015-01-26,4.13,4,87.0,17,"Action, RPG"
Forza Motorsport 6,2015-09-15,4.01,4,87.0,0,Racing
Crypt of the NecroDancer,2015-04-22,3.99,4,87.0,4,"Indie, Action, RPG"
DiRT Rally,2015-12-07,3.7,4,86.0,4,"Racing, Simulation, Sports"
Picross 3D: Round 2,2015-10-01,4.07,5,86.0,0,Puzzle
Shovel Knight: Plague of Shadows,2015-09-17,4.45,5,86.0,0,Arcade
Rise of the Tomb Raider,2015-11-10,4.04,4,86.0,15,Action
NBA 2K16,2015-09-25,2.96,4,86.0,11,Sports
UNCHARTED The Nathan Drake Collection,2015-10-09,4.44,5,86.0,0,"Adventure, Action"
Monster Hunter 4 Ultimate,2015-02-13,4.27,4,86.0,0,"Action, RPG"
Heroes of the Storm,2015-06-02,3.76,4,86.0,12,"Strategy, Action, RPG"
Xenoblade Chronicles 3D,2015-04-10,4.19,5,86.0,36,"Action, RPG"
Final Fantasy XIV: Heavensward,2015-06-26,4.44,5,86.0,0,"Massively Multiplayer, RPG"
Homeworld Remastered Collection,2015-02-24,4.05,4,86.0,4,"Strategy, Simulation"
Rocket League,2015-07-07,3.94,4,86.0,20,"Racing, Indie, Sports"
Yakuza 0,2015-03-12,4.37,5,85.0,8,"Action, RPG"
Roche Fusion,2015-01-23,0.0,0,85.0,3,"Casual, Indie, Action"
Tales from the Borderlands: A Telltale Game Series,2015-10-21,4.19,5,85.0,11,Adventure
Mega Man Legacy Collection / ロックマン クラシックス コレクション,2015-08-24,3.69,4,85.0,3,"Arcade, Action"
Zenzizenzic,2015-07-23,0.0,0,85.0,1,"Indie, Action"
Chaos Reborn,2015-10-25,2.71,3,85.0,5,"Strategy, Indie, RPG"
Mighty Switch Force! Hyper Drive Edition,2015-06-25,3.47,4,85.0,3,"Indie, Action"
Cities: Skylines,2015-03-10,4.12,4,85.0,9,"Strategy, Simulation"
Bulb Boy,2015-10-28,3.35,4,84.0,3,"Indie, Adventure, Puzzle"
Grim Fandango Remastered,2015-01-26,4.0,5,84.0,5,"Adventure, Puzzle"
Xenoblade Chronicles X,2015-12-04,4.29,5,84.0,0,"Adventure, Action, RPG"
DmC: Devil May Cry: Definitive Edition,2015-03-10,3.9,4,84.0,0,"Adventure, Action"
Fallout 4,2015-11-09,3.8,4,84.0,40,"Action, RPG"
Card Crawl,2015-03-12,4.1,5,84.0,4,"Card, Indie, RPG"
Madden NFL 16,2015-08-25,2.94,3,84.0,113,Sports
SOMA,2015-09-21,4.16,5,84.0,6,"Indie, Adventure, Action"
Halo 5: Guardians,2015-10-27,3.75,4,84.0,0,"Shooter, Adventure, Action"
Lara Croft GO,2015-08-27,3.68,4,84.0,4,"Adventure, Puzzle"
Beyond Sol,2015-10-13,0.0,0,83.0,1,"Strategy, Indie, Action"
Pro Evolution Soccer 2016,2015-09-15,3.45,4,83.0,36,Sports
HELLDIVERS,2015-12-07,3.59,4,83.0,5,Action
Broforce,2015-10-15,4.01,4,83.0,6,"Platformer, Indie, Action"
Space Marshals,2015-01-08,4.25,4,83.0,0,"Adventure, Action"
Project CARS,2015-05-06,3.57,4,83.0,4,"Racing, Simulation, Sports"
CLANNAD,2015-11-23,4.24,5,83.0,7,"Casual, Adventure"
Life is Strange,2015-01-29,4.11,5,83.0,6,Adventure
Prison Architect,2015-10-05,3.73,4,83.0,5,"Strategy, Indie, Simulation"
Divide By Sheep,2015-07-02,2.33,1,83.0,2,"Educational, Adventure, Puzzle, Casual, Indie"
SMITE,2015-08-19,3.07,3,83.0,3,Action
HoPiKo,2015-09-24,2.6,3,82.0,3,"Casual, Indie, Arcade, Action"
Resident Evil HD Remaster,2015-01-19,4.32,5,82.0,4,"Adventure, Action"
CrossCode,2015-03-03,4.27,5,82.0,5,"Action, RPG, Puzzle"
Technobabylon,2015-05-20,4.02,4,82.0,4,"Indie, Adventure, RPG"
BlazBlue: Chrono Phantasma EXTEND,2015-04-23,3.75,4,82.0,4,"Arcade, Action, Fighting"
Ninja Pizza Girl,2015-09-30,2.76,4,82.0,3,"Educational, Action, RPG, Arcade, Indie"
The Next Penelope,2015-05-29,3.17,4,82.0,1,"Racing, Indie, Action"
Hacknet,2015-08-11,3.19,4,82.0,3,"Indie, Simulation"
"Invisible, Inc.",2015-05-12,3.53,4,82.0,3,"Strategy, Adventure"
Art Academy: Home Studio,2015-06-25,0.0,0,82.0,0,"Casual, Educational, Simulation, Puzzle"
TEKKEN 7,2015-03-18,4.02,4,82.0,7,"Action, Fighting, Sports"
Duck Game,2015-06-04,4.2,4,82.0,5,"Indie, Action"
BLACKHOLE,2015-02-27,2.3,1,82.0,4,"Adventure, Action, Puzzle, Indie, Platformer"
OlliOlli2: Welcome to Olliwood,2015-03-03,3.29,4,82.0,1,"Platformer, Indie, Action, Sports"
STEINS;GATE 0,2015-12-10,4.33,5,81.0,0,Adventure
Shadowrun: Hong Kong - Extended Edition,2015-08-20,3.81,4,81.0,5,"Indie, Strategy, Adventure, RPG"
SteamWorld Heist,2015-12-10,3.95,4,81.0,5,"Adventure, Action, RPG, Strategy, Indie, Platformer"
Don't Starve: Shipwrecked,2015-12-01,4.0,4,81.0,0,"Adventure, Action"
Sunless Sea,2015-02-05,3.7,4,81.0,3,"Indie, Adventure, RPG"
World of Warships,2015-09-17,3.23,4,81.0,2,Action
Galactic Civilizations III,2015-05-13,3.56,4,81.0,5,"Strategy, Indie, Simulation"
Order of Battle: World War II,2015-04-29,2.74,4,81.0,2,"Strategy, Simulation"
Batman: Arkham Knight,2015-06-23,4.23,4,81.0,20,Action
Tearaway Unfolded,2015-09-08,3.71,4,81.0,0,"Family, Adventure, Action"
Splatoon,2015-05-29,4.14,4,81.0,8,"Shooter, Action"
Downwell,2015-10-14,3.85,4,81.0,2,"Adventure, Action, Casual, Arcade, Indie, Platformer"
Vietnam ‘65,2015-03-05,0.0,0,81.0,4,Strategy
The Age of Decadence,2015-10-13,3.83,4,81.0,4,"Indie, RPG"
Football Manager 2016,2015-11-13,4.03,4,81.0,119,"Strategy, Sports"
God of War III Remastered,2015-07-14,4.1,4,81.0,6,"Adventure, Action"
Agent A,2015-10-28,3.33,4,80.0,0,Puzzle
Shadowmatic,2015-01-15,4.26,4,80.0,0,"Family, Puzzle"
The Book of Unwritten Tales 2,2015-02-20,3.16,4,80.0,5,"Adventure, Action"
Dropsy,2015-09-09,3.46,4,80.0,1,"Indie, Adventure, Puzzle"
Rampage Knights,2015-09-04,3.61,4,80.0,4,"Indie, Adventure, Action, RPG"
MLB 15: The Show,2015-03-31,3.54,4,80.0,0,Sports
Circa Infinity,2015-09-08,3.33,4,80.0,2,"Indie, Action, Puzzle"
Lovers in a Dangerous Spacetime,2015-09-08,3.57,4,80.0,3,"Shooter, Indie, Action, Simulation"
Volume,2015-08-18,2.9,3,80.0,3,"Indie, Action"
Bowl Bound College Football,2015-09-03,0.0,0,80.0,13,"Strategy, Simulation, Sports"
Odallus: The Dark Call,2015-07-14,3.58,4,80.0,3,"Indie, Adventure, Action"
The Corporate Machine,2015-03-25,1.0,1,80.0,1,"Strategy, Simulation"
The Vanishing of Ethan Carter Redux,2015-07-15,3.74,4,80.0,3,"Indie, Adventure"
Card Hunter,2015-07-13,3.21,4,80.0,1,"Strategy, RPG"
BoxBoy!,2015-04-02,4.0,4,80.0,0,Action
Don't Starve: Pocket Edition,2015-07-09,2.67,1,80.0,0,Adventure
Super Mario Maker,2015-09-11,4.12,4,80.0,10,Platformer
Agent A: A puzzle in disguise,2015-10-28,4.02,4,80.0,5,"Casual, Indie, Adventure, Puzzle"
Elite Dangerous,2015-04-02,3.95,4,80.0,14,"Adventure, Action, RPG, Simulation, Massively Multiplayer"
Kingdom: New Lands,2015-10-21,3.86,4,80.0,4,"Casual, Strategy, Arcade, Simulation, Indie"
Axiom Verge,2015-03-31,4.01,4,80.0,6,"Indie, Platformer, Adventure, Action"
The Legend of Heroes: Trails in the Sky SC,2015-10-28,4.41,5,80.0,18,RPG
Company of Heroes 2 - The British Forces,2015-09-02,0.0,0,80.0,0,Strategy
ArcheAge,2015-03-26,2.99,3,80.0,4,"Massively Multiplayer, RPG"
Penarium,2015-09-22,2.82,3,80.0,3,"Casual, Indie, Arcade, Action"
DISGAEA 5: ALLIANCE OF VENGEANCE,2015-10-06,3.51,4,80.0,63,RPG
CRYPTARK,2015-10-07,3.38,4,80.0,1,"Shooter, Adventure, Action, Strategy, Indie"
Grandia II Anniversary Edition,2015-08-24,3.9,4,80.0,4,RPG
Total War: ATTILA,2015-02-17,3.92,4,80.0,11,Strategy
Dariusburst: Chronicle Saviours,2015-11-30,3.7,4,80.0,2,"Shooter, Arcade, Action"
The Evil Within: The Assignment,2015-03-10,3.93,4,80.0,0,Action
Plague Inc: Evolved,2015-09-18,3.98,4,80.0,5,"Casual, Strategy, Indie, Simulation"
EA SPORTS NHL 16,2015-09-15,3.41,4,79.0,0,Sports
Jotun: Valhalla Edition,2015-09-29,3.07,4,79.0,3,"Indie, Action"
Stella Glow,2015-11-17,0.0,0,79.0,0,RPG
BADLAND: Game of the Year Edition,2015-05-26,3.77,4,79.0,5,"Indie, Adventure, Action"
Franchise Hockey Manager 2,2015-09-28,0.0,0,79.0,6,"Strategy, Indie, Simulation, Sports"
Chaos Rings III,2015-05-28,0.0,0,79.0,0,"Adventure, RPG"
Assault Android Cactus,2015-09-23,3.58,4,79.0,3,"Indie, Action"
The Magic Circle,2015-07-09,3.32,4,79.0,4,"Adventure, Action, Strategy, Simulation, Indie"
Until Dawn (2015),2015-08-25,4.09,4,79.0,14,"Adventure, Action"
iRacing,2015-01-12,3.78,5,79.0,1,"Racing, Massively Multiplayer"
Dark Souls II: Scholar of the First Sin,2015-04-01,4.16,4,79.0,24,"Action, RPG"
STASIS,2015-08-30,3.46,4,79.0,4,Adventure
The Incredible Adventures of Van Helsing: Final Cut,2015-11-05,3.54,4,79.0,4,"Indie, Adventure, Action, RPG"
Goetia,2015-05-19,2.67,3,79.0,3,"Indie, Adventure"
Warhammer: End Times - Vermintide,2015-10-23,3.48,4,79.0,5,"Indie, Action"
EA SPORTS FIFA 16,2015-09-22,3.31,4,79.0,0,Sports
ONE PIECE TREASURE CRUISE,2015-02-09,0.0,0,79.0,0,"Adventure, RPG"
Else Heart.Break(),2015-09-23,2.45,1,79.0,1,"Indie, Adventure, RPG"
Frozen Cortex,2015-02-18,2.5,1,79.0,1,"Strategy, Indie, Sports"
EARTH DEFENSE FORCE 4.1 The Shadow of New Despair,2015-04-02,3.53,4,79.0,4,Action
Avernum 2: Crystal Souls,2015-01-13,2.43,1,78.0,1,"Indie, Strategy, Adventure, RPG"
AR-K: The Great Escape,2015-07-14,0.0,0,78.0,4,"Indie, Adventure"
Apotheon,2015-02-02,3.2,4,78.0,4,"Indie, Adventure, Action, RPG"
Mushroom 11,2015-10-14,3.25,4,78.0,4,"Indie, Adventure, Action, Puzzle"
Human Resource Machine,2015-10-14,4.01,4,78.0,3,"Educational, Puzzle, Casual, Simulation, Indie"
RUNNING WITH RIFLES,2015-04-02,3.38,4,78.0,4,"Indie, Action"
GALAK-Z,2015-08-04,2.59,3,78.0,7,"Indie, Shooter, Arcade, Action"
Dishonored Definitive Edition,2015-08-25,4.38,5,78.0,0,"Adventure, Action"
Hand of Fate,2015-02-16,3.7,4,78.0,4,"Indie, Adventure, Action, RPG"
State of Decay YOSE - Day One Edition,2015-04-27,3.52,4,78.0,4,"Shooter, Action, RPG, Simulation"
Gears of War: Ultimate Edition,2015-08-25,4.07,4,78.0,0,"Shooter, Action"
Etrian Mystery Dungeon,2015-04-07,0.0,0,77.0,0,RPG
The Elder Scrolls Online: Tamriel Unlimited,2015-03-17,3.48,4,77.0,15,"Massively Multiplayer, Action, RPG"
Mini Metro,2015-11-05,4.1,4,77.0,4,"Strategy, Indie, Simulation, Puzzle"
Lifeline...,2015-04-20,4.14,5,77.0,5,"Indie, Strategy, Adventure, RPG"
Tales of Zestiria,2015-01-22,3.55,4,77.0,5,RPG
Deathtrap,2015-02-03,3.07,3,77.0,4,"Adventure, Action, RPG, Strategy, Indie"
Aviary Attorney,2015-12-21,3.41,4,77.0,4,"Indie, Adventure"
Dragon Age: Inquisition - Trespasser,2015-09-08,4.4,5,77.0,0,RPG
Grey Goo,2015-01-23,3.24,4,77.0,5,Strategy
Grand Kingdom,2015-11-19,2.54,1,77.0,0,"Strategy, RPG"
Interloper,2015-05-21,2.75,3,77.0,4,"Strategy, Indie, Action, Simulation"
Three Fourths Home: Extended Edition,2015-03-20,3.36,4,77.0,3,"Indie, Adventure"
Evolve Stage 2,2015-02-10,2.57,3,77.0,3,Action
Heroes and Castles 2,2015-05-14,0.0,0,76.0,0,"Strategy, Action"
Breakneck,2015-08-27,0.0,0,76.0,1,"Racing, Action"
Pathologic Classic HD,2015-10-28,3.88,5,76.0,4,"Indie, Adventure, Action, RPG"
JumpJet Rex,2015-04-21,2.98,4,76.0,1,"Racing, Adventure, Action, Indie"
Galacide,2015-07-28,0.0,0,76.0,5,"Indie, Arcade, Action"
Gunpowder,2015-03-31,0.0,0,76.0,5,"Casual, Indie, Action, Puzzle"
Luckslinger,2015-07-16,0.0,0,76.0,1,"Indie, Platformer, Adventure, Action"
The Evil Within: The Consequence,2015-04-21,3.94,4,76.0,0,Action
Audiosurf 2,2015-05-26,3.82,4,76.0,3,Indie
Blood Bowl 2,2015-09-22,3.38,4,76.0,4,"Strategy, Sports"
Castle In The Darkness,2015-02-05,3.07,4,76.0,4,"Indie, Adventure, Action, RPG"
DISTRAINT,2015-10-21,3.05,4,76.0,3,"Casual, Indie, Adventure"
Evolve,2015-02-10,2.71,3,76.0,4,"Shooter, Action"
Overture,2015-02-02,1.95,1,76.0,4,"Adventure, Action, RPG, Casual, Strategy, Indie"
Everybody's Gone to the Rapture,2015-08-11,3.34,3,76.0,2,"Casual, Indie, Adventure"
Concrete Jungle,2015-09-23,3.39,4,76.0,3,"Strategy, Indie, Puzzle"
Persona 4: Dancing All Night,2015-09-29,4.29,5,76.0,6,Casual
Splendor,2015-07-09,3.67,4,76.0,1,"Casual, Card, Strategy, Board Games"
Mortal Kombat X,2015-04-07,3.85,4,76.0,7,"Action, Fighting"
Wolfenstein: The Old Blood,2015-05-04,4.01,4,76.0,7,"Shooter, Action"
The Jackbox Party Pack 2,2015-10-13,4.05,4,76.0,3,"Casual, Strategy, Indie"
Rebuild 3: Gangs of Deadsville,2015-05-28,3.08,4,75.0,3,"Strategy, Indie, Simulation"
Extreme Exorcism,2015-09-23,2.72,3,75.0,3,"Casual, Indie, Adventure, Action"
Not A Hero,2015-05-13,3.25,4,75.0,3,"Indie, Shooter, Adventure, Action"
Ironcast,2015-03-26,3.13,4,75.0,5,"Strategy, Indie, RPG"
TRANSFORMERS: Devastation,2015-10-06,3.16,3,75.0,4,"Adventure, Action"
