name,release_date,rating,metacritic,playtime,genres
Equilinox,2018-11-23,3.36,,1,"Casual, Strategy, Indie, Simulation"
Lucius III,2018-12-14,2.17,,4,"Indie, Adventure"
Akane,2018-09-09,3.9,,2,"Casual, Indie, Action"
The Long Reach,2018-03-13,3.33,,3,"Indie, Adventure, Action"
Epic Roller Coasters,2018-03-07,2.78,,1,"Casual, Indie, Simulation"
The Mirror Lied,2018-10-25,3.62,,1,"Indie, Adventure"
Farm Together,2018-02-22,3.56,,9,"Casual, Indie, Simulation"
Hentai Girl Betty,2018-11-05,2.77,,2,"Casual, Indie, RPG, Simulation"
Just Shapes & Beats,2018-05-31,4.2,,3,"Family, Indie, Arcade, Action"
Spirit Hunter: Death Mark,2018-10-31,4.1,80.0,3,Adventure
Knowledge is Power: Decades,2018-11-05,3.86,,0,Strategy
Bloons Adventure Time TD,2018-08-29,3.5,,1,"Strategy, Action"
东方大战争 ~ Touhou Big Big Battle,2018-09-07,2.38,,1,"Casual, Strategy, Indie"
My Hero One’s Justice,2018-10-26,3.14,70.0,2,"Action, Fighting"
Dragon's Crown Pro,2018-05-15,4.14,,0,"Action, RPG"
Maelstrom (2018),2018-04-11,0.0,,1,"Adventure, Action, Strategy, Simulation, Indie, Massively Multiplayer"
Gift of Parthax,2018-09-12,1.57,,1,"Indie, Adventure, Action"
Icons: Combat Arena,2018-07-12,0.0,,1,Indie
Kirby: Star Allies,2018-03-16,3.55,73.0,0,Platformer
Cat Burglar: A Tail of Purrsuit,2018-05-26,2.58,,1,"Adventure, Action, Casual, Indie, Platformer"
Hero of the Kingdom III,2018-08-29,3.72,,7,"Casual, Indie, Adventure, RPG"
The Crown of Leaves,2018-11-27,4.16,,3,"Indie, Adventure"
Golf Club: Wasteland,2018-06-24,3.9,77.0,1,"Casual, Indie, Sports"
Glass Masquerade 2: Illusions,2018-11-30,3.91,,5,"Casual, Indie"
The Persistence,2018-07-24,2.8,78.0,5,"Indie, Adventure, Action"
Transference,2018-09-18,3.27,72.0,2,"Indie, Adventure"
Little Witch Academia: Chamber of Time,2018-05-15,2.5,,3,"Adventure, Action, RPG"
Impulsion,2018-07-19,0.0,,1,"Indie, Action"
Under Night In-Birth Exe:Late[st],2018-02-09,4.34,,4,Action
Borderlands 2 VR,2018-12-14,3.42,,1,"Action, RPG"
中国式家长 / Chinese Parents,2018-09-29,3.72,,6,"Casual, Indie, RPG, Simulation"
Earth Defense Force 5,2018-12-11,3.81,,9,Action
