name,release_date,rating,metacritic,playtime,genres
Middle-earth: Shadow of Mordor,2014-09-30,3.89,85.0,13,"Action, RPG"
Wolfenstein: The New Order,2014-05-19,4.18,81.0,12,"Shooter, Action"
The Last Of Us Remastered,2014-07-29,4.69,95.0,16,"Adventure, Action"
Borderlands: The Pre-Sequel,2014-10-13,3.55,75.0,6,"Shooter, Action, RPG"
Metal Gear Solid V: Ground Zeroes,2014-03-18,3.9,80.0,3,"Shooter, Action"
Metro: Last Light Redux,2014-08-25,4.14,76.0,6,"Shooter, Action"
Metro 2033 Redux,2014-08-25,4.1,88.0,6,"Shooter, Action"
Watch Dogs,2014-05-27,3.58,77.0,17,"Adventure, Action"
Alien: Isolation,2014-10-05,4.2,81.0,5,"Adventure, Action"
Unturned,2014-07-07,2.71,,3,"Shooter, Action"
Transistor,2014-05-20,4.18,83.0,4,"Indie, Action, RPG"
Brawlhalla,2014-04-30,3.22,,2,"Casual, Indie, Action, Fighting"
Far Cry 4,2014-11-18,3.81,80.0,18,Shooter
Insurgency,2014-01-22,3.42,74.0,4,"Shooter, Indie, Action"
Thief,2014-02-25,3.25,70.0,5,"Adventure, Action"
This War of Mine,2014-11-14,4.07,83.0,4,"Indie, Adventure, Simulation"
Lara Croft and the Temple of Osiris,2014-12-08,3.11,73.0,2,"Adventure, Action, Puzzle"
South Park: The Stick of Truth,2014-03-04,4.22,84.0,12,"Adventure, RPG"
Black Desert Online,2014-12-01,2.94,73.0,4,"Adventure, Action, RPG, Strategy, Simulation, Massively Multiplayer"
Assassin's Creed Unity,2014-11-11,3.62,71.0,16,Action
Halo: The Master Chief Collection,2014-11-11,4.24,85.0,6,"Adventure, Action"
Guacamelee! Super Turbo Championship Edition,2014-07-01,3.55,86.0,3,"Platformer, Indie, Action"
Goat Simulator,2014-04-01,3.17,62.0,3,"Casual, Indie, Action, Simulation"
Sleeping Dogs: Definitive Edition,2014-10-08,4.14,76.0,6,"Adventure, Action"
Dragon Age: Inquisition,2014-11-18,3.8,86.0,4,"Strategy, Action, RPG"
inFAMOUS Second Son,2014-03-21,3.91,80.0,0,Action
A Story About My Uncle,2014-05-27,3.17,73.0,3,"Adventure, Casual, Arcade, Indie, Platformer"
