name,release_date,rating,metacritic,playtime,genres
Star Wars: Knights of the Old Republic,2003-07-15,4.37,88.0,2,"Action, RPG"
POSTAL 2,2003-04-13,3.91,59.0,4,"Indie, Shooter, Adventure, Action"
Max Payne 2: The Fall of Max Payne,2003-10-14,4.43,80.0,3,"Shooter, Action"
Day of Defeat,2003-05-01,2.81,79.0,1,Action
Star Wars Jedi Knight: Jedi Academy,2003-09-16,4.34,81.0,2,"Shooter, Action"
Deus Ex 2: Invisible War,2003-12-01,3.08,80.0,1,"Action, RPG"
EVE Online,2003-05-06,3.38,88.0,3,"Strategy, Massively Multiplayer, Action, RPG"
Prince of Persia: The Sands of Time,2003-10-28,4.23,89.0,2,"Adventure, Action"
Call of Duty,2003-10-29,4.17,91.0,5,Shooter
Sonic Adventure DX: Director's Cut,2003-06-06,3.91,57.0,2,"Arcade, Platformer, Adventure"
Beyond Good & Evil,2003-11-11,4.38,84.0,2,"Adventure, Action"
Tomb Raider: The Angel of Darkness,2003-06-19,3.11,,1,"Platformer, Adventure, Action"
Nosferatu: The Wrath of Malachi,2003-10-21,3.07,70.0,2,"Shooter, Adventure, Action"
XIII,2003-11-18,3.92,72.0,1,"Shooter, Action"
KnightShift,2003-12-30,1.69,,3,"Strategy, RPG"
Commandos 3: Destination Berlin,2003-10-14,3.76,72.0,1,Action
Manhunt,2003-11-19,3.89,75.0,1,Action
Legacy of Kain: Defiance,2003-12-15,3.92,70.0,1,"Platformer, Adventure, Action"
Warcraft 3: The Frozen Throne,2003-06-30,4.55,88.0,0,Strategy
Wolfenstein: Enemy Territory,2003-05-27,2.97,,1,"Shooter, Action"
Samorost,2003-01-01,3.88,,1,"Casual, Indie, Adventure"
POSTAL: Classic and Uncut,2003-08-28,2.85,,1,"Shooter, Action"
Need for Speed: Underground,2003-06-17,4.32,82.0,25,"Racing, Arcade"
Crimsonland,2003-06-11,4.03,68.0,7,"Shooter, Indie, Action, RPG"
Unreal 2: The Awakening,2003-02-03,3.53,75.0,1,"Shooter, Action"
Alien Shooter,2003-09-14,3.95,,2,"Indie, Action, RPG"
Broken Sword 3 - The Sleeping Dragon,2003-11-14,3.76,82.0,1,Adventure
Journey to the Center of the Earth,2003-02-15,1.89,65.0,4,"Indie, Adventure, Puzzle"
Midnight Club 2,2003-04-09,3.56,81.0,1,"Racing, Arcade"
Ghost Master,2003-08-25,3.76,81.0,1,"Strategy, Action, Simulation"
Tropico Reloaded,2003-04-10,3.2,,1,"Strategy, Simulation"
Post Mortem,2003-02-26,3.16,71.0,1,"Adventure, Action"
RollerCoaster Tycoon: Deluxe,2003-03-30,4.17,,1,"Strategy, Simulation"
Jak II,2003-10-14,4.07,87.0,0,Action
Etherlords II,2003-10-01,3.89,78.0,1,"Indie, Strategy, Adventure, RPG"
X2: The Threat,2003-12-02,3.44,72.0,1,"Strategy, Action, Simulation"
Silent Hill 3,2003-05-23,4.37,78.0,1,"Adventure, Action"
Rayman 3: Hoodlum Havoc,2003-02-21,4.05,73.0,1,"Platformer, Adventure, Action"
AquaNox 2: Revelation,2003-08-18,2.79,59.0,1,"Shooter, Action"
Black Mirror I,2003-10-20,3.91,58.0,2,Adventure
Zuma,2003-12-03,3.85,78.0,0,"Arcade, Puzzle"
Battle for Wesnoth,2003-06-18,3.63,,1,"Strategy, Indie, RPG"
Chaser,2003-06-26,3.21,66.0,2,"Shooter, Adventure, Action, Casual, Arcade"
Desert Thunder,2003-11-18,1.76,,1,Action
The Simpsons: Hit & Run,2003-09-16,4.08,,3,"Racing, Action"
Devil May Cry 2,2003-01-25,2.48,59.0,0,Action
Railroad Tycoon 3,2003-10-22,3.17,80.0,1,"Strategy, Simulation"
Age of Wonders Shadow Magic,2003-07-25,3.51,82.0,1,"Strategy, RPG"
Mario Kart: Double Dash,2003-11-07,4.36,87.0,0,Racing
Soldat,2003-01-01,3.35,,1,"Indie, Arcade, Action"
Geneforge 2,2003-07-25,2.36,,1,"Strategy, Indie, RPG"
UFO: Aftermath,2003-10-02,3.53,,1,Strategy
Tron 2.0,2003-08-21,4.04,84.0,3,Action
Judge Dredd: Dredd vs. Death,2003-10-17,3.07,55.0,1,"Shooter, Action"
Chicken Shoot Gold,2003-11-01,2.33,,3,"Casual, Indie, Action"
Freedom Fighters,2003-09-25,4.15,,2,"Shooter, Action"
Ys VI: The Ark of Napishtim,2003-09-27,4.1,74.0,4,"Adventure, Action, RPG"
The Lord of the Rings: The Return of the King,2003-10-31,4.08,82.0,0,Action
Curse: The Eye of Isis,2003-10-23,3.71,63.0,1,Adventure
Command & Conquer: Generals,2003-02-11,4.45,,1,Strategy
Tropico 2: Pirate Cove,2003-04-01,3.64,,1,Strategy
The Suffering,2003-12-31,4.13,78.0,1,"Shooter, Action"
Castlevania: Aria of Sorrow,2003-05-06,4.39,91.0,0,"Platformer, Action"
Sonic Heroes,2003-12-30,3.86,67.0,1,"Platformer, Arcade, Action"
Neighbours from Hell: Revenge Is a Sweet Game,2003-06-20,4.15,69.0,0,"Arcade, Strategy, Adventure, Puzzle"
The Temple of Elemental Evil,2003-09-15,3.39,71.0,1,RPG
Indiana Jones and the Emperor's Tomb,2003-03-25,3.79,69.0,1,"Adventure, Action, Fighting"
Master of Orion 3,2003-02-24,3.35,64.0,1,Strategy
Enter the Matrix,2003-05-14,3.39,60.0,24,"Shooter, Adventure, Action"
Impossible Creatures,2003-01-06,3.68,72.0,1,Strategy
Command & Conquer: Generals - Zero Hour,2003-09-22,4.37,83.0,0,Strategy
Silent Storm,2003-08-22,4.4,,2,Strategy
Praetorians,2003-03-10,4.04,78.0,1,Strategy
Final Fantasy X-2,2003-03-13,3.54,85.0,0,RPG
Delta Force: Black Hawk Down,2003-03-24,3.57,77.0,1,"Shooter, Action"
Chrome,2003-09-17,3.22,,1,"Shooter, Action"
Worms 3D,2003-10-31,3.64,72.0,0,Strategy
Mario & Luigi: Superstar Saga,2003-11-17,4.41,90.0,18,RPG
Hidden & Dangerous 2: Courage Under Fire,2003-10-21,4.06,75.0,3,"Shooter, Action"
Ratchet & Clank: Going Commando,2003-11-11,4.32,90.0,0,"Shooter, Platformer, Action, RPG"
True Crime: Streets of LA,2003-11-03,3.74,72.0,2,"Racing, Shooter, Action"
Chicago 1930: The Prohibition,2003-11-12,3.27,,1,"Strategy, RPG"
Final Fantasy Tactics Advance,2003-02-14,4.33,87.0,0,"Strategy, RPG"
Fire Emblem: The Blazing Blade,2003-04-25,4.37,88.0,36,"Strategy, RPG"
Gothic 2: Night of the Raven,2003-08-21,4.62,,0,RPG
Harry Potter: Quidditch World Cup,2003-10-28,3.61,68.0,0,"Arcade, Action, Sports"
Armed and Dangerous,2003-12-01,3.67,78.0,1,"Shooter, Action"
Tony Hawk's Underground,2003-10-27,4.2,90.0,0,Sports
Shin Megami Tensei III: Nocturne,2003-02-20,4.33,82.0,66,RPG
Putt-Putt: Pep's Birthday Surprise,2003-06-06,3.5,,2,"Casual, Adventure"
Lionheart: Legacy of the Crusader,2003-08-12,3.68,57.0,1,"Adventure, RPG"
The Great Escape,2003-07-22,0.0,54.0,4,"Adventure, Action, Casual, Strategy, Simulation, Indie"
Muv-Luv,2003-02-28,3.82,76.0,6,"Casual, Adventure"
Fatal Frame II: Crimson Butterfly,2003-11-27,4.18,84.0,0,"Adventure, Action"
Teenage Mutant Ninja Turtles (2003),2003-10-21,3.93,65.0,0,Action
Pirates of the Caribbean,2003-06-30,4.04,,0,RPG
Age of Mythology: The Titans,2003-09-30,4.35,,12,Strategy
I.G.I. 2: Covert Strike,2003-02-25,3.73,64.0,1,"Shooter, Action"
Blitzkrieg,2003-03-28,3.83,,1,Strategy
Rise of Nations,2003-05-20,4.13,,6,Strategy
Anno 1503 A.D.,2003-03-22,4.04,,1,"Strategy, Simulation"
Pajama Sam 4: Life Is Rough When You Lose Your Stuff!,2003-05-29,0.0,,1,"Casual, Adventure"
Will Rock,2003-06-01,3.92,,0,"Shooter, Action"
SimCity 4,2003-01-11,4.03,,3,Strategy
Freelancer,2003-02-04,4.38,,3,"Arcade, Simulation"
F-Zero GX,2003-07-25,4.4,89.0,0,Racing
Railroad Pioneer,2003-12-03,3.5,50.0,1,"Strategy, Simulation"
Tales of Symphonia (2003),2003-08-29,4.21,,0,"Action, RPG"
Drakengard,2003-09-11,3.35,63.0,0,"Action, RPG"
Viewtiful Joe (2003),2003-06-26,4.18,90.0,0,"Platformer, Action"
SpongeBob SquarePants: Battle for Bikini Bottom,2003-10-31,4.24,71.0,0,Platformer
Primal,2003-03-11,3.37,73.0,0,"Adventure, Action"
Saya no Uta,2003-12-26,4.3,,0,Adventure
"WarioWare, Inc.: Mega Microgame$!",2003-03-21,4.34,89.0,0,"Casual, Action"
Medal of Honor Allied Assault: Breakthrough,2003-09-22,3.77,72.0,0,Shooter
The Hulk,2003-05-27,3.17,71.0,0,Action
SSX 3,2003-10-21,4.41,93.0,0,"Racing, Sports"
Golden Sun: The Lost Age,2003-04-14,4.4,86.0,68,RPG
Crash Nitro Kart,2003-11-11,3.84,,0,Racing
The Elder Scrolls 3: Bloodmoon,2003-06-03,4.25,85.0,0,RPG
Medal of Honor: Rising Sun,2003-11-11,3.77,68.0,0,"Shooter, Action"
"Hobbit, The (2003)",2003-11-11,3.84,,0,Action
METAL GEAR SOLID 2 SUBSTANCE,2003-03-24,0.0,,1,
Kirby Air Ride,2003-07-11,4.38,,0,Racing
Nancy Drew: The Haunted Carousel,2003-08-22,3.96,85.0,5,Adventure
Alien Shooter + Expansions,2003-06-11,3.78,,1,"Shooter, Action"
Mario Party 5,2003-11-10,4.05,69.0,0,Board Games
War of the Monsters,2003-01-14,3.67,,0,Action
Archangel,2003-01-01,2.5,,1,"Shooter, Action, RPG, Arcade, Simulation"
Castlevania: Lament of Innocence,2003-10-21,3.82,79.0,1,Action
FIFA 2004,2003-11-04,3.92,,0,Sports
Resident Evil Outbreak,2003-12-11,3.8,71.0,0,Action
Vietcong,2003-03-26,3.89,74.0,1,Shooter
X2: Wolverine's Revenge,2003-04-14,3.21,56.0,0,Action
Advance Wars 2: Black Hole Rising,2003-06-23,4.49,,3,Strategy
Bionicle: The Game,2003-09-01,2.88,,0,"Arcade, Action"
Nancy Drew: Danger on Deception Island,2003-10-03,4.0,81.0,6,Adventure
Port Royale,2003-06-03,4.12,79.0,1,Strategy
18 Wheels of Steel: Across America,2003-09-22,3.65,,1,Simulation
Notrium,2003-09-09,0.0,,1,"Indie, Adventure, Action, RPG"
The Sims: Makin' Magic,2003-10-29,4.15,,0,Strategy
Warrior Kings: Battles,2003-09-29,0.0,64.0,1,Strategy
FireStarter,2003-11-28,2.76,,1,Shooter
The Lord of the Rings: War of the Ring,2003-11-04,3.56,,0,Strategy
Homeworld 2,2003-09-16,4.41,83.0,1,Strategy
"Warhammer 40,000: Fire Warrior",2003-10-03,2.42,56.0,2,"Shooter, Action"
Final Fantasy Crystal Chronicles,2003-08-08,3.54,,0,"Action, RPG"
I-Ninja,2003-11-18,3.96,,0,Action
Chaos Legion,2003-03-06,4.0,51.0,15,Action
Harvest Moon: A Wonderful Life,2003-09-12,4.07,,0,"RPG, Simulation"
Colin McRae Rally 3,2003-06-01,3.81,,0,Racing
Resident Evil: Dead Aim,2003-02-13,3.03,65.0,0,
Patrician 3,2003-10-30,0.0,,1,Strategy
Tom Clancy's Rainbow Six 3: Raven Shield,2003-03-01,4.33,,72,"Shooter, Action"
Finding Nemo,2003-05-05,2.91,,2,Adventure
Ядерный титбит,2003-02-21,3.37,,0,Adventure
Neverwinter Nights: Hordes of the Underdark,2003-12-03,4.18,,0,RPG
Kill Switch,2003-10-28,3.58,,0,"Shooter, Action"
Xenosaga Episode I: Der Wille zur Macht,2003-02-25,4.2,83.0,0,RPG
Contract J.A.C.K.,2003-11-20,3.09,56.0,0,"Shooter, Action"
Dragon Ball Z: Budokai 2,2003-12-04,3.58,,0,Fighting
Cossacks Anthology,2003-11-19,3.94,,0,Strategy
Dungeon Siege: Legends of Aranna,2003-11-12,3.76,73.0,24,"Action, RPG"
Line of Sight: Vietnam,2003-03-04,2.89,68.0,1,Action
Arc The Lad: Twilight of the Spirits,2003-03-20,3.62,72.0,0,
Neverwinter Nights: Shadows of Undrentide,2003-07-27,3.79,,0,RPG
Star Trek: Elite Force II,2003-06-19,3.61,78.0,48,"Shooter, Action"
Jurassic Park: Operation Genesis,2003-04-01,4.41,,8,Strategy
Pokémon Pinball: Ruby & Sapphire (2003),2003-08-01,3.58,,0,
The Sims: Superstar,2003-05-13,4.23,,0,Strategy
Star Ocean: Till the End of Time,2003-02-27,3.77,76.0,0,"Action, RPG"
Pink Panther: Pinkadelic Pursuit,2003-03-01,3.89,,0,Arcade
Harvest Moon: Friends of Mineral Town,2003-04-18,4.43,81.0,0,"RPG, Simulation"
SpellForce: The Order of Dawn,2003-11-28,3.88,,1,"Strategy, RPG"
Mega Man Zero 2,2003-05-02,4.0,81.0,0,"Platformer, Action"
Battlefield 1942: Secret Weapons of WWII,2003-09-03,3.89,,0,"Shooter, Action"
Baten Kaitos: Eternal Wings and the Lost Ocean,2003-12-05,4.55,80.0,0,RPG
Heroes of Might and Magic 4: Winds of War,2003-03-01,4.18,,0,Strategy
