name,release_date,rating,metacritic,playtime,genres
Ultimechs,2022-09-15,0.0,,1,Sports
Terraformers,2022-04-21,3.38,,4,Strategy
Dinosaur Park – Primeval Zoo,2022-04-20,0.0,,0,"Casual, Simulation"
The Iron Oath,2022-04-18,4.0,,2,"Strategy, Indie, RPG"
Jack Move,2022-09-08,3.25,,4,"Indie, Adventure, RPG"
The Legend of Heroes: Trails from Zero,2022-09-27,4.64,,18,RPG
Backpack Hero,2022-08-15,3.58,,3,
APICO,2022-05-20,0.0,,3,"Indie, Simulation"
Saturnalia,2022-10-27,0.0,,0,Adventure
Fap Goddess,2022-12-15,0.0,,1,"Casual, RPG"
Vanaris Tactics - Prologue,2022-04-21,0.0,,0,"Strategy, Indie, RPG"
Lost Nova,2022-05-11,0.0,,4,"Indie, Adventure, Action, Simulation"
Live A Live Remaster,2022-07-22,4.0,,0,RPG
Eternal Threads,2022-05-19,3.22,,0,Adventure
Climber: Sky is the Limit - Free Trial,2022-07-19,0.0,,1,"Action, Simulation, Sports"
Kao the Kangaroo (2022),2022-05-27,3.35,,0,"Platformer, Action"
Little Obedient Robot,2022-03-14,0.0,,1,"Casual, Indie, Adventure"
Arma Reforger,2022-05-17,3.0,,3,Shooter
Floppy Knights,2022-05-24,3.33,76.0,1,"Strategy, Indie"
Riding to Bounce City,2022-09-15,0.0,,1,"Casual, Racing, Indie, Action"
Sunday Gold,2022-10-13,0.0,,2,"Indie, Adventure, Action, RPG"
Sexy Space Airlines,2022-02-22,0.0,,21,Casual
A Musical Story,2022-03-03,2.69,,2,"Casual, Indie, Adventure"
Shadows Over Loathing,2022-11-11,4.0,,5,"Indie, Adventure, RPG"
The Hand of Merlin,2022-06-14,0.0,,1,"Strategy, Indie, RPG"
Recipe for Disaster,2022-08-05,0.0,,2,"Strategy, Simulation"
Railbound,2022-09-05,3.73,,2,"Casual, Indie, Puzzle"
RESEARCH and DESTROY,2022-04-25,0.0,,0,"Casual, Strategy, Action"
Never ends acT,2022-07-17,0.0,,0,"Casual, Action"
Spark the Electric Jester 3,2022-08-14,0.0,,2,"Platformer, Indie, Action"
"Warhammer 40,000: Shootas, Blood & Teef",2022-10-20,4.0,,3,"Adventure, Action"
Dolmen,2022-05-20,2.86,57.0,4,"Indie, Adventure, Action, RPG"
Black Geyser: Couriers of Darkness,2022-03-17,3.0,,2,"Indie, RPG"
Postal: Brain Damaged,2022-06-09,3.58,71.0,1,Action
The DioField Chronicle,2022-09-22,0.0,,4,"Strategy, RPG"
Raid of Battlefield,2022-12-08,0.0,,1,"Massively Multiplayer, Strategy, Adventure, Simulation"
Her New Memory - Hentai Simulator,2022-02-08,3.55,,7,"Casual, Indie, Simulation"
Fear & Hunger 2: Termina,2022-12-09,4.0,,2,"Indie, RPG"
HAAK,2022-08-24,0.0,,2,"Indie, Adventure, Action"
Loopmancer,2022-07-13,2.67,,4,"Shooter, Adventure, Action, RPG, Indie, Platformer"
Harvestella,2022-11-04,3.67,,5,"Action, RPG, Simulation"
​Triple Fantasy,2022-08-22,0.0,,15,"Casual, Strategy, RPG"
Galaxy Splitter,2022-06-01,0.0,,1,Action
THE WAYLANDERS,2022-02-02,2.5,,2,"Indie, Adventure, Action, RPG"
Hyperbolica,2022-03-14,3.42,,1,"Indie, Adventure"
Navy War: Battleship Games,2022-07-07,0.0,,0,"Massively Multiplayer, Action, Simulation"
Just King,2022-07-21,0.0,,1,"Casual, Indie, Action"
Minion Raid: Epic Monsters,2022-08-03,0.0,,2,"Casual, Strategy, Action"
Rune Factory 5,2022-03-22,4.0,71.0,11,"Adventure, RPG, Simulation"
Kriegsfront Battlescaper - Diorama Editor,2022-08-04,0.0,,1,"Casual, Strategy, Indie, Simulation"
Cat Cafe Manager,2022-04-13,3.57,,4,"Strategy, Simulation"
Isonzo,2022-09-13,2.78,,2,"Shooter, Action, Strategy, Simulation, Indie, Massively Multiplayer"
Chop Goblins,2022-12-12,3.77,,1,"Shooter, Indie, Action"
Fire Emblem Warriors: Three Hopes,2022-06-24,4.44,,0,Action
What Lies in the Multiverse,2022-03-04,0.0,,4,"Casual, Indie, Platformer, Adventure"
Frog Detective 3: Corruption at Cowboy County,2022-10-26,4.22,,2,"Casual, Indie, Adventure"
Fashion Police Squad,2022-08-15,4.0,,3,"Indie, Adventure, Action"
Divine Knockout,2022-12-06,3.57,,0,"Action, Fighting"
Wobbledogs,2022-03-15,4.2,,4,"Casual, Indie, Simulation"
Bounty of One,2022-08-18,0.0,,2,"Casual, Indie, Action, RPG"
The Feast,2022-12-14,2.5,,2,"Casual, Indie, Adventure, Simulation"
Dread Hunger,2022-01-27,3.44,,10,"Indie, Adventure, Action"
Technicity: Prologue,2022-08-10,0.0,,1,"Indie, Action, Simulation"
Wanderer,2022-01-27,0.0,,3,"Indie, Adventure, Action"
Anvil Saga,2022-06-20,0.0,,4,"Indie, RPG, Simulation"
Harmony's Odyssey,2022-10-19,0.0,,3,"Casual, Indie, Adventure"
战略三国,2022-08-18,0.0,,0,"Massively Multiplayer, Strategy, Adventure, RPG"
Force of Warships: Battleship Games,2022-08-01,0.0,,0,"Casual, Massively Multiplayer, Action, Simulation"
McPixel 3,2022-11-14,3.6,,2,"Casual, Indie, Adventure"
Demeo: PC Edition,2022-04-07,0.0,,3,"Indie, Strategy, Adventure, RPG"
Alina of the Arena,2022-10-13,3.43,,3,"Strategy, Indie"
Mario Strikers: Battle League,2022-06-10,3.14,,0,Sports
Warlords: Age of Shadow Magic Tactical Action RPG,2022-04-11,0.0,,0,"Adventure, Action, RPG, Casual, Strategy, Massively Multiplayer"
Urbek City Builder,2022-07-12,3.12,,3,"Strategy, Indie, Simulation"
Metal Force: Tank Games Online,2022-08-04,0.0,,2,"Casual, Massively Multiplayer, Action, Simulation"
Escape First Alchemist: Prologue,2022-11-11,0.0,,1,"Casual, Indie, Adventure"
Maeve's Academy,2022-05-04,4.26,,0,Casual
Gigabash,2022-08-05,2.71,,2,"Indie, Action"
One-armed cook,2022-08-30,0.0,,1,"Casual, Simulation"
Gwent: Rogue Mage,2022-07-06,3.25,,3,"Card, Strategy, RPG, Puzzle"
Monster Prom 3: Monster Roadtrip,2022-10-21,4.29,,3,"Casual, Strategy, Indie, Simulation"
A Castle Full of Cats,2022-11-08,4.07,,3,"Casual, Adventure, Puzzle"
Duelyst II,2022-12-16,0.0,,1,"Strategy, Indie"
Electrician Simulator,2022-09-20,3.8,,2,"Adventure, Simulation"
Summoners War: Chronicles,2022-11-09,0.0,,2,"Adventure, Action, RPG, Strategy, Massively Multiplayer"
KILLRUN,2022-08-25,0.0,,1,"Racing, Action"
Islets,2022-08-24,4.1,,5,"Adventure, Action"
无尽大陆,2022-05-12,0.0,,1,"Adventure, RPG, Casual, Strategy, Massively Multiplayer"
远征契约,2022-09-22,0.0,,0,"Adventure, RPG, Casual, Strategy, Massively Multiplayer"
Wavetale,2022-12-11,4.0,,4,"Indie, Adventure"
Astral Ascent,2022-04-12,0.0,,2,"Indie, Platformer, Adventure, Action"
Redout 2,2022-06-16,0.0,,1,"Racing, Action, Sports"
Sucker for Love: First Date,2022-01-19,3.86,,3,"Indie, RPG, Simulation"
Broken Pieces,2022-09-08,3.33,64.0,6,"Indie, Adventure, Action"
Shovel Knight Dig,2022-09-23,3.44,82.0,2,"Adventure, Action, Strategy, Platformer, Indie"
Lila’s Sky Ark,2022-04-20,0.0,,1,"Indie, Adventure, Action"
Among Us VR,2022-11-10,0.0,,2,"Casual, Adventure, Action"
Capcom Fighting Collection,2022-06-23,0.0,,2,"Action, Fighting"
No Place for Bravery,2022-09-22,0.0,68.0,2,"Indie, Adventure, Action, RPG"
The Forest Quartet,2022-12-08,0.0,,2,"Indie, Adventure"
Frozen Flame,2022-11-01,3.3,,4,"Indie, Massively Multiplayer, RPG"
Five Nights at Freddy's on Chromebook,2022-04-07,4.39,,0,
Rocket Bot Royale,2022-04-01,0.0,,1,"Indie, Strategy, Massively Multiplayer, Action"
Gibbon: Beyond the Trees,2022-02-25,4.0,,1,"Casual, Indie, Adventure, Action"
Instruments of Destruction,2022-03-02,3.67,,1,"Action, Simulation"
Home Behind 2,2022-02-16,0.0,,3,"Adventure, RPG, Strategy, Simulation, Indie"
Ember Knights,2022-04-20,3.91,,3,"Adventure, Action, RPG"
Clanfolk,2022-07-14,0.0,,4,"Strategy, Simulation"
Crystal Project,2022-03-30,0.0,,2,"Indie, Strategy, Adventure, RPG"
Dungeons of Edera,2022-06-15,0.0,,2,"Indie, Adventure, Action, RPG"
Prehistoric Kingdom,2022-04-28,0.0,,1,"Strategy, Indie, Simulation"
Stranded: Alien Dawn,2022-10-12,0.0,,10,"Strategy, Simulation"
Goat Simulator 3,2022-11-17,3.61,,0,Action
Power to the People,2022-02-08,0.0,,3,"Strategy, Indie, Simulation"
Nintendo Switch Sports,2022-04-29,4.15,,0,Sports
风色旅人,2022-11-17,0.0,,0,"Adventure, Action, RPG, Strategy, Massively Multiplayer"
The Unliving,2022-11-07,3.71,,1,"Indie, Adventure, Action, RPG"
Galaxy Life,2022-08-19,0.0,,9,Strategy
One More Island,2022-05-15,0.0,,2,"Action, Simulation"
Idle Research,2022-07-31,3.83,,1,"Adventure, Casual, Strategy, Simulation, Indie"
MONARK,2022-02-22,0.0,,3,RPG
The Knight Witch,2022-11-29,0.0,,4,"Indie, Platformer, Adventure, Action"
Atelier Sophie 2: The Alchemist of the Mysterious Dream,2022-02-25,3.14,,3,"Adventure, RPG"
Crowns and Pawns: Kingdom of Deceit,2022-05-06,3.22,,5,"Indie, Adventure"
CrossFire X,2022-02-10,3.12,38.0,0,Shooter
Blade Runner: Enhanced Edition,2022-06-23,0.0,,1,Adventure
Trigon: Space Story,2022-04-28,3.43,,1,"Strategy, Indie"
World Boss,2022-10-19,0.0,,1,Action
The Last Hero of Nostalgaia,2022-10-19,3.86,,4,"Adventure, Action, RPG"
Against All Odds,2022-12-03,0.0,,1,"Indie, Action, RPG, Sports"
BREWMASTER: BEER BREWING SIMULATOR,2022-09-29,3.29,,2,Simulation
Sail Forth,2022-12-21,0.0,,2,"Indie, Adventure, Action, Simulation"
DYNASTY WARRIORS 9 Empires,2022-02-15,0.0,,11,"Strategy, Action, Simulation"
SCP: Pandemic,2022-02-22,0.0,,3,"Indie, Action"
Star Valor,2022-08-03,4.0,,2,"Indie, Action, RPG"
Achilles: Legends Untold,2022-05-12,2.43,,3,"Indie, Action, RPG"
The Zachtronics Solitaire Collection,2022-09-05,0.0,,3,"Casual, Indie"
Insomnia: Theater in the Head,2022-12-16,4.14,,1,"Adventure, RPG, Casual, Simulation, Indie"
Hamster Playground,2022-03-08,0.0,,1,"Racing, Puzzle, Casual, Simulation, Indie, Platformer"
Hyper Gunsport,2022-12-22,0.0,,1,"Indie, Action, Sports"
Winter Ember,2022-04-19,1.93,58.0,1,"Strategy, Adventure, Action"
Kaiju Princess,2022-06-21,0.0,,3,"RPG, Casual, Strategy, Simulation, Indie"
Dungeon Alchemist,2022-03-31,0.0,,2,"Board Games, RPG"
Hooked on You: A Dead by Daylight Dating Sim,2022-08-03,0.0,,3,Casual
Ultimate Epic Battle Simulator 2,2022-05-12,0.0,,1,"Adventure, Action, Casual, Strategy, Simulation, Indie"
Buck Up And Drive!,2022-01-10,0.0,,1,"Racing, Indie, Action"
Dungeons of Sundaria,2022-07-18,0.0,,2,"Indie, Adventure, Action, RPG"
Terra Invicta,2022-09-26,0.0,,3,"Strategy, Simulation"
Kayak VR: Mirage,2022-07-12,0.0,,1,"Casual, Racing, Indie, Simulation"
Ctrl Alt Ego,2022-07-21,0.0,,2,Action
PAC-MAN WORLD Re-PAC,2022-08-26,3.83,,2,"Racing, Adventure, Action"
Frogun,2022-08-01,3.17,,1,"Indie, Adventure, Action"
Way of the Hunter,2022-08-16,3.7,,3,"Shooter, Adventure, Simulation, Sports"
Grapple Dog,2022-02-10,0.0,,2,"Indie, Adventure, Action"
ABRISS - build to destroy,2022-04-14,3.75,,1,"Strategy, Indie, Simulation"
CRIMESIGHT,2022-04-14,0.0,,2,"Strategy, Simulation"
Q.U.B.E. 10th Anniversary,2022-09-14,0.0,,1,"Indie, Adventure, Action, Puzzle"
Escape Memoirs: Mini Stories,2022-09-30,0.0,,1,"Casual, Indie, Adventure"
The Caligula Effect 2,2022-06-22,0.0,,8,RPG
Lust Academy - Season 1,2022-04-11,0.0,,6,"Casual, Indie, Adventure"
Ghostbusters: Spirits Unleashed,2022-10-18,0.0,,0,Action
World of Warcraft: Dragonflight,2022-11-28,3.22,,0,Massively Multiplayer
Crystal Clash,2022-01-14,0.0,,2,"Casual, Strategy, Action"
Eternal Evil,2022-06-08,3.0,,2,"Indie, Adventure, Action"
Charlotte: Dragon Slayer,2022-05-29,0.0,,1,"Indie, Adventure, RPG"
Little Red Riding Hood and the Mysterious Cave,2022-02-04,4.29,,0,RPG
Army of Ruin,2022-10-27,3.67,,4,"Casual, Indie, Action"
DNF DUEL,2022-06-27,0.0,,28,"Casual, Action, Fighting"
Circus Electrique,2022-09-06,0.0,,5,"Strategy, Indie, RPG"
Expedition Agartha,2022-08-18,0.0,,2,"Indie, Adventure, Action, RPG"
Tile Cities,2022-05-05,0.0,,1,"Casual, Strategy"
Tinyfolks,2022-05-25,0.0,,1,"Indie, Strategy, Adventure, RPG"
Dwerve,2022-05-31,0.0,,3,"Adventure, Action, RPG, Strategy, Indie"
Idle Monster TD: Evolved,2022-02-11,0.0,,3,"Casual, Strategy, Indie"
Burnhouse Lane,2022-12-01,4.71,,5,Adventure
Void Scrappers,2022-10-20,0.0,,4,"Indie, Action"
Lost Eidolons,2022-10-13,2.0,,3,"Strategy, Indie, RPG"
Stardeus,2022-10-12,0.0,,5,"Strategy, Indie, RPG, Simulation"
