name,release_date,rating,metacritic,playtime,genres
Lunar: Silver Star Story Complete,1996-10-25,4.55,,0,RPG
Destruction Derby 2,1996-01-01,3.75,,4,"Racing, Action"
Fighting Vipers,1996-01-01,3.5,,2,"Arcade, Fighting"
The House of the Dead,1996-09-13,3.88,,0,Arcade
FIFA 97,1996-01-01,4.08,,0,Sports
Timelapse,1996-09-29,0.0,,1,"Adventure, Puzzle"
X-Men vs. Street Fighter,1996-09-09,4.11,,0,Fighting
Revelations: Persona,1996-09-20,3.38,78.0,0,RPG
Time Commando,1996-07-31,3.73,80.0,1,"Adventure, Action"
VR Soccer '96,1996-03-30,0.0,,0,Sports
Ignition,1996-12-31,4.06,,1,"Racing, Action, Sports"
Witchaven II: Blood Vengeance,1996-05-05,0.0,,6,"Action, RPG"
Zork Nemesis: The Forbidden Lands,1996-02-28,0.0,,1,Adventure
Spycraft: The Great Game,1996-02-28,0.0,,1,"Adventure, Simulation"
Maui Mallard in Cold Shadow,1996-09-29,4.22,,1,Action
Alien Trilogy,1996-02-29,3.71,,0,"Shooter, Action"
Star Ocean,1996-07-19,2.86,,0,
Disney's Pocahontas,1996-01-01,4.29,,0,
The King of Fighters '96,1996-07-30,3.8,,0,Fighting
Archimedean Dynasty,1996-10-31,0.0,,1,"RPG, Simulation"
Screamer 2,1996-01-01,0.0,,1,"Racing, Action, Simulation, Sports"
Command & Conquer: The Covert Operations,1996-04-22,3.73,,0,Strategy
Spot Goes To Hollywood,1996-11-30,3.75,,0,Platformer
Civilization II,1996-02-29,4.36,,0,
Vectorman 2,1996-11-15,4.27,,0,Platformer
Cruis'n USA (1996),1996-12-03,3.82,,0,Racing
Wipeout 2097,1996-09-30,4.0,,0,Racing
Discworld II: Missing Presumed...!?,1996-01-01,4.23,,0,"Adventure, Puzzle"
Sensible World of Soccer 96/97,1996-01-01,0.0,,6,"Simulation, Sports"
Pilotwings 64,1996-06-23,3.95,,0,Simulation
Creatures,1996-01-01,3.43,,0,"Adventure, Action, Casual, Strategy, Simulation, Indie"
Powerslave,1996-10-31,3.33,,1,"Shooter, Adventure, Action"
Ace Ventura,1996-01-01,4.21,,0,Adventure
World Rally Fever: Born on the Road,1996-05-04,0.0,,1,"Racing, Arcade"
IRONCLAD,1996-09-19,0.0,,1,
Heroes of Might and Magic II,1996-10-01,4.29,,0,
Super Puzzle Fighter II Turbo,1996-05-31,4.36,,0,"Fighting, Puzzle"
Killer Instinct Gold,1996-11-25,4.0,,0,Fighting
Vandal Hearts,1996-10-25,4.56,,0,
Abuse,1996-02-29,4.0,,0,Arcade
Tibia,1996-01-01,4.24,,3,"Massively Multiplayer, RPG"
Sakura Wars (1996),1996-09-27,4.33,,0,RPG
Darkstalkers: The Night Warriors,1996-03-26,3.71,,0,Fighting
Twinkle Star Sprites (1996),1996-01-01,0.0,,0,"Shooter, Action"
Pinocchio (1996),1996-10-01,3.88,,0,"Adventure, Puzzle"
Super Bomberman 4,1996-04-26,4.4,,0,"Action, Puzzle"
Leisure Suit Larry 7: Love for Sail!,1996-01-01,3.7,,0,Adventure
Art of Fighting 3: The Path of The Warrior,1996-03-12,0.0,,0,Fighting
Soviet Strike (1996),1996-10-31,3.83,,0,"Shooter, Strategy, Action, Simulation"
NINJA MASTER'S,1996-06-28,0.0,,0,Fighting
Marvel Super Heroes In War of the Gems,1996-10-18,3.89,,0,Platformer
Shadowrun (1996),1996-02-23,2.67,,0,"Adventure, RPG"
Legal Crime,1996-01-01,4.08,,0,Strategy
Tomb Raider 1+2+3,1996-11-13,3.29,,0,"Platformer, Adventure, Action"
The Terminator: Future Shock,1996-01-01,4.1,,0,"Racing, Shooter, Action"
Earthworm Jim 1+2: The Whole Can 'O Worms,1996-04-29,4.29,,0,"Platformer, Adventure, Action"
Over Top,1996-04-26,0.0,,0,"Racing, Arcade"
Doom 2D,1996-01-01,3.33,,0,Arcade
Space Jam (1996),1996-10-31,3.09,,0,Sports
The Need for Speed Special Edition,1996-01-01,3.5,,0,Racing
NHL 97,1996-08-31,3.7,,0,Sports
Kizuna Encounter: Super Tag Battle,1996-01-01,0.0,,0,Fighting
MechWarrior 2: Mercenaries,1996-01-01,4.0,,0,Simulation
Front Mission: Gun Hazard,1996-02-23,3.83,,0,"Action, RPG"
Dragon Ball Z: Idainaru Dragon Ball Densetsu,1996-05-31,3.7,,0,Fighting
DX-Ball,1996-01-01,3.78,,0,Arcade
OverBlood,1996-08-02,3.67,,0,Adventure
Donkey Kong Land 2,1996-09-01,0.0,,0,
Bugs Bunny in Double Trouble,1996-01-01,3.5,,0,
Dragon Force,1996-03-29,4.5,,0,"Strategy, RPG"
Close Combat 2: A Bridge Too Far,1996-12-31,0.0,,4,Strategy
GagBoy,1996-01-01,2.43,,0,Arcade
Outpost 2: Divided Destiny,1996-12-31,0.0,,1,Strategy
Mortal Kombat 3 for Windows 95,1996-01-01,0.0,,0,"Arcade, Fighting"
Jet Moto,1996-10-31,4.0,,0,"Racing, Arcade"
Hind,1996-01-01,0.0,,0,Simulation
Clock Tower 2,1996-12-13,3.75,,0,Adventure
Virtua Fighter 3,1996-11-26,3.89,,0,Fighting
Arc the Lad II,1996-06-20,3.12,,0,"Strategy, RPG"
Voodoo Kid,1996-12-31,0.0,,0,Adventure
International Track & Field 2000,1996-05-21,3.43,72.0,0,Sports
The SimCity 2000 Collection Special Edition,1996-01-01,0.0,,0,Strategy
Bahamut Lagoon,1996-02-09,0.0,,0,RPG
Warriors of Fate,1996-03-22,4.0,,0,
Contra: Legacy of War,1996-11-29,0.0,,0,
Worms: Reinforcements,1996-01-01,3.5,,0,Strategy
Virtua Fighter PC,1996-01-01,3.78,,0,"Arcade, Fighting"
Fable (1996),1996-01-01,0.0,,0,Adventure
Monster Truck Madness,1996-01-01,3.29,,0,Racing
Bubsy 3D,1996-10-31,0.0,,0,
Chex Quest,1996-01-01,3.33,,0,"Shooter, Action"
Silent Hunter,1996-03-01,0.0,,0,"Strategy, Action, Simulation"
Puzzle Bobble,1996-01-01,3.62,,4,Arcade
Disruptor,1996-11-30,0.0,,0,
Pocket Monsters (Pokemon Green Version),1996-02-27,0.0,,0,"Arcade, Adventure, RPG"
2 Xtreme (1996),1996-10-31,2.43,,0,"Racing, Arcade"
SkyNet,1996-01-01,3.67,,0,"Shooter, Action"
Monty Python & The Quest for the Holy Grail,1996-09-01,4.33,,0,"Arcade, Adventure"
Fallen Haven,1996-12-31,0.0,,1,Strategy
Virtua Cop (Virtua Squad),1996-01-01,0.0,,0,Arcade
The Adventures of Lomax,1996-10-31,3.67,,0,
Emperor of the Fading Suns,1996-01-01,0.0,,9,Strategy
Batman Forever: The Arcade Game,1996-11-30,0.0,,0,
War Gods,1996-01-01,0.0,,0,"Arcade, Fighting"
Chaos Overlords,1996-04-29,0.0,70.0,0,Strategy
Jumping Flash! 2 (1996),1996-04-26,0.0,,0,"Platformer, Action"
The Legend of Heroes A Tear of Vermillion,1996-05-24,0.0,,0,RPG
Microsoft Flight Simulator '95,1996-01-01,0.0,,0,Simulation
Battle Arena Toshinden 3,1996-12-27,0.0,,0,Fighting
GUARDIAN HEROES (TM),1996-01-25,0.0,,0,"Action, RPG, Fighting"
Bug!,1996-01-01,4.0,,0,Arcade
Fatal Fury 3: Road to the Final Victory,1996-01-01,0.0,,0,"Arcade, Fighting"
Guardian Heroes,1996-01-26,0.0,,0,"Arcade, Action, Fighting"
Dragon Ball Z: Hyper Dimension,1996-03-29,0.0,,0,Fighting
The Lost Files of Sherlock Holmes: The Case of the Rose Tattoo,1996-09-27,0.0,,0,Adventure
SimCopter,1996-10-22,3.71,,0,Simulation
King's Field: Pilot Style,1996-06-21,3.0,,0,RPG
Orion Burger,1996-01-01,0.0,,0,Adventure
Blazing Dragons,1996-10-31,0.0,,0,Adventure
Puzzle Bobble 2,1996-03-29,0.0,,0,Puzzle
Area 51,1996-09-30,0.0,,0,
Bad Mojo,1996-02-29,0.0,,0,Adventure
NetWalk,1996-01-01,4.17,,0,Puzzle
Sensible World of Soccer '96/'97,1996-01-01,0.0,,0,"Strategy, Arcade, Sports"
Hunter Hunted,1996-01-01,0.0,,0,Arcade
Lords of the Realm 2,1996-01-01,3.86,,0,Strategy
Башня знаний,1996-01-01,0.0,,0,Puzzle
Sexy Parodius,1996-11-01,0.0,,0,"Shooter, Action"
Witchaven 2: Blood Vengeance,1996-05-05,0.0,,0,"Shooter, Action"
Master of Orion 2: Battle at Antares,1996-10-31,0.0,84.0,18,Strategy
DragonHeart: Fire & Steel,1996-01-01,0.0,,0,Arcade
Gene Wars,1996-01-01,0.0,,0,Strategy
Treasure Hunter G,1996-05-24,0.0,,0,"Strategy, RPG"
Pandora Directive,1996-01-01,0.0,,1,Adventure
Network Q RAC Rally Championship (1996),1996-01-01,0.0,,0,Racing
Summer & Winter: Olympic Challenge,1996-04-30,0.0,,0,
Marathon Infinity,1996-10-15,0.0,,0,Shooter
Deus,1996-12-31,0.0,,0,"Shooter, Action, RPG"
LEGO Creator,1996-10-26,3.33,,0,Simulation
Enemy Zero,1996-12-13,0.0,,0,"Adventure, Action"
Chaos Seed,1996-03-15,0.0,,0,"Adventure, RPG"
Wizardry Gold,1996-01-01,0.0,,0,RPG
SimPark,1996-10-31,0.0,,0,"Educational, Simulation"
Madden NFL 97,1996-08-15,0.0,,0,Sports
Strife (1996),1996-05-15,0.0,,0,"Shooter, Action"
Captain Quazar,1996-01-01,0.0,,0,Arcade
Sonic Blast,1996-11-14,0.0,,0,Platformer
TNN Motorsports Hardcore 4x4,1996-11-30,0.0,,0,Racing
NBA Live 97,1996-12-31,0.0,,0,Sports
The Amazing Spider-Man: Web of Fire,1996-01-01,2.5,,0,Action
Lemmings Paintball,1996-01-01,0.0,,0,Arcade
Iron & Blood: Warriors of Ravenloft,1996-01-01,0.0,,0,"Arcade, Fighting"
Spider-Man: The Sinister Six,1996-01-01,0.0,,0,Arcade
Duke Nukem 3D: Plutonium PAK,1996-11-27,0.0,,0,"Shooter, Action"
Tecmo's Deception: Invitation to Darkness (1996),1996-07-25,0.0,,0,RPG
Alien Incident,1996-01-01,0.0,,0,Adventure
NASCAR Racing 2,1996-01-01,0.0,,0,"Racing, Sports"
Mole Mania (1996),1996-07-21,0.0,,0,Puzzle
WWF in Your House,1996-01-01,0.0,,0,"Arcade, Fighting, Sports"
Polanie,1996-09-01,0.0,,0,Strategy
Brave Battle Saga - The Legend of The Magic Warrior,1996-01-01,0.0,,0,"Adventure, RPG"
Night Warriors: Darkstalkers' Revenge,1996-02-22,0.0,,0,Fighting
Blast Chamber,1996-09-30,0.0,,0,Action
PoPoLoCrois Monogatari,1996-07-12,0.0,,0,RPG
Amber: Journeys Beyond,1996-02-12,0.0,,0,Adventure
Shin Kidou Senki Gundam Wing: Endless Duel,1996-03-29,0.0,,0,Fighting
Bud Tucker in Double Trouble,1996-01-01,0.0,,0,Adventure
Goosebumps: Escape from Horrorland,1996-01-01,0.0,,0,Adventure
Scorcher,1996-01-01,0.0,,0,"Casual, Racing, Arcade"
Disney's Animated Storybook: Toy Story,1996-04-24,0.0,,0,"Educational, Family"
M.A.X.: Mechanized Assault and Exploration,1996-01-01,0.0,,0,Strategy
Heaven's Gate,1996-01-01,0.0,,0,Fighting
Tetris Plus,1996-01-01,0.0,,0,Puzzle
Andretti Racing,1996-10-04,0.0,,0,"Racing, Simulation, Sports"
Private Investigator,1996-01-01,0.0,,0,"Arcade, Adventure"
Master of Orion 1+2,1996-11-21,0.0,,0,Strategy
Firo and Klawd,1996-10-31,0.0,,0,
Star Control 3,1996-08-30,0.0,89.0,0,"Strategy, Adventure"
Buccaneer,1996-12-31,0.0,,0,"Strategy, Action"
Saturn Bomberman,1996-07-19,0.0,,0,Action
Sex 2,1996-03-01,0.0,,0,Adventure
NHL Hockey '97,1996-08-01,0.0,,0,Sports
Punky Skunk,1996-11-01,0.0,,0,Action
The Oregon Trail 2,1996-01-01,0.0,,0,"Educational, Adventure"
Superman: The Mysterious Mr. Mist,1996-09-10,0.0,,0,Adventure
Rise 2: Resurrection,1996-01-01,0.0,,0,"Arcade, Fighting"
Exile 2: Crystal Souls,1996-01-01,0.0,,0,RPG
Clandestiny,1996-01-01,0.0,,0,"Adventure, Puzzle"
Disney's Animated Storybook: The Hunchback of Notre Dame,1996-11-11,0.0,,0,"Educational, Family"
Tobal No. 1,1996-08-02,0.0,,0,Fighting
Raiden 2,1996-01-01,0.0,,0,Arcade
Daytona USA: Championship Circuit Edition,1996-11-14,0.0,,0,Racing
Imadoki no Vampire: Bloody Bride,1996-12-27,0.0,,0,RPG
Necrodome,1996-01-01,0.0,,0,"Racing, Shooter, Action"
Motor Toon Grand Prix 2,1996-05-24,0.0,,0,Racing
Arabian Nights - Sabaku no Seirei Ou,1996-06-14,0.0,,0,RPG
Adibou 2,1996-01-01,0.0,,0,"Educational, Family"
The Land Before Time Animated Moviebook,1996-01-01,0.0,,0,Educational
Arcade's Greatest Hits: The Atari Collection 1,1996-12-31,0.0,,0,
Twilight Syndrome: Kyuumei Hen,1996-06-19,0.0,,0,Adventure
Hyperblade,1996-01-01,0.0,,0,"Racing, Adventure, Action, RPG, Arcade, Sports, Indie"
Robo Pit,1996-01-01,0.0,,0,Fighting
Rebel Moon Rising,1996-01-01,0.0,,0,"Shooter, Action"
Three Skulls of the Toltecs,1996-01-01,0.0,,0,Adventure
AH-64D Longbow,1996-01-01,0.0,,0,Simulation
Pro Pinball: The Web,1996-01-01,0.0,,0,Action
Shivers II: Harvest of Souls,1996-12-31,0.0,,0,
Versailles 1685,1996-01-01,0.0,,0,Adventure
Amulets & Armor,1996-01-01,0.0,,0,RPG
Iron Man and X-O Manowar in Heavy Metal,1996-01-01,0.0,,0,Action
Gender Wars,1996-01-01,0.0,,0,"Strategy, Action"
Star Trek: Klingon,1996-01-01,0.0,,0,Adventure
SimCity 2000 Network Edition,1996-01-01,0.0,,0,Strategy
Perfect Weapon,1996-11-20,0.0,,0,"Adventure, Action"
Wayne Gretzky's 3D Hockey,1996-11-11,0.0,,0,Sports
Star Gladiator,1996-10-25,0.0,,0,Fighting
Ripper,1996-01-01,0.0,,0,"Adventure, Puzzle"
Ken Griffey Jr.'s Winning Run,1996-06-10,0.0,,0,"Simulation, Sports"
Pajama Sam Vol. 2,1996-12-31,0.0,,0,"Educational, Adventure, Puzzle"
Topsy Turvy Games,1996-01-01,0.0,,0,Arcade
SWIV 3D,1996-01-01,0.0,,0,Arcade
Flying Corps,1996-01-01,0.0,,0,"Strategy, Simulation"
3D Baseball,1996-10-31,0.0,,0,Sports
Fire Fight,1996-01-01,0.0,,0,Arcade
Shining Wisdom,1996-06-25,0.0,,0,"Adventure, Action"
Touhou Rei'iden: Highly Responsive To Prayers,1996-11-01,0.0,,0,Shooter
Cheetahmen II,1996-12-01,0.0,,0,Action
Indiana Jones and His Desktop Adventures,1996-01-01,0.0,,0,Arcade
Marvelous: Another Treasure Island,1996-10-26,0.0,,0,"Adventure, Action, RPG"
Fort Boyard: The Legend,1996-01-01,0.0,,0,Adventure
A-10 Cuba!,1996-11-30,0.0,,0,Simulation
Freeciv,1996-01-05,0.0,,0,Strategy
This Means War!,1996-01-01,0.0,,0,Strategy
Русская рулетка,1996-09-28,0.0,,0,"Shooter, Action"
Grid Runner,1996-10-01,0.0,,0,"Arcade, Action"
Sonic the Hedgehog 4 (Bootleg),1996-09-01,0.0,,0,"Platformer, Adventure, Action"
Adidas Power Soccer,1996-01-01,0.0,,0,Sports
Revolt of Don's Knights,1996-01-01,0.0,,0,RPG
EarthSiege 2,1996-02-01,0.0,,0,Simulation
Wonder Project J2,1996-11-22,0.0,,0,"Family, Platformer, Adventure, RPG"
Descent 2: Vertigo,1996-01-01,0.0,,0,"Shooter, Action"
Agent Armstrong,1996-01-01,0.0,,0,Arcade
NBA Jam Extreme,1996-10-31,0.0,,0,Sports
Gaball Screen,1996-12-06,0.0,,0,"Adventure, Puzzle"
Drowned God,1996-10-31,0.0,,0,"Adventure, RPG, Casual, Strategy, Simulation"
Assault Rigs,1996-01-01,0.0,,0,"Arcade, Action"
Bust-A-Move 2: Arcade Edition,1996-01-01,0.0,,0,Arcade
Super Bubsy,1996-01-01,0.0,,0,Arcade
Psychic Force,1996-10-04,0.0,,0,Fighting
The Chessmaster 5000: 10th Anniversary Edition,1996-01-01,0.0,,0,
Olympic Summer Games: Atlanta 1996,1996-06-18,0.0,,0,Sports
Ten Pin Alley,1996-11-30,0.0,,0,"Arcade, Sports"
Choro Q,1996-03-22,0.0,,0,"Racing, Adventure"
Sonic Wings Special,1996-07-05,0.0,,0,"Shooter, Action"
In Pursuit of Greed,1996-01-01,0.0,,0,"Shooter, Action"
Battle Arena Nitoshinden,1996-09-20,0.0,,0,"Action, Fighting"
2 on 2 Open Ice Challenge,1996-11-30,0.0,,0,Sports
Reel Fishing (1996),1996-10-10,0.0,,0,"Simulation, Sports"
Ashes to Ashes,1996-01-01,0.0,,0,"Indie, Shooter, Adventure, Action"
Creature Shock (1996),1996-01-19,0.0,,0,
College Slam,1996-01-01,0.0,,0,Sports
Гулливер в стране великанов,1996-06-01,0.0,,0,Adventure
UEFA Euro 96 England,1996-01-01,0.0,,0,Sports
Ultima and the Daemon,1996-01-01,0.0,,0,"Strategy, RPG"
Duck Hunt 2,1996-01-01,0.0,,0,Arcade
Arthur to Astaroth no Nazomakaimura: Incredible Toons,1996-08-30,0.0,,0,Puzzle
H2O,1996-01-01,0.0,,0,"Family, Arcade, Action"
SimTunes,1996-01-03,0.0,,0,Simulation
Olympic Soccer,1996-04-12,0.0,,0,Sports
Hardline,1996-11-30,0.0,,0,"Arcade, Adventure"
Sengoku Blade,1996-01-01,0.0,,0,Arcade
Dig It!,1996-01-01,0.0,,0,"Casual, Arcade, Puzzle"
Medieval Chess,1996-01-01,0.0,,0,
Cricket '97,1996-01-01,0.0,,0,Sports
JetFighter 3,1996-01-01,0.0,,0,Simulation
Gloriana,1996-01-01,0.0,,0,Strategy
Killing Zone,1996-03-29,0.0,,0,Fighting
Lightning Legend: Daigo no Daibouken,1996-12-20,0.0,,0,Fighting
9: The Last Resort,1996-01-01,0.0,,0,Adventure
Moomintrolls: Out at Sea,1996-01-01,0.0,,0,Educational
Mummy: Tomb of the Pharaoh,1996-01-01,0.0,,0,Adventure
Just Me and My Dad,1996-01-01,0.0,,0,Educational
Yendorian Tales Book 1 Chapter 2,1996-01-01,0.0,,0,RPG
Close Combat,1996-06-30,0.0,,0,Strategy
X-Perts,1996-01-01,0.0,,0,Action
Bug Too!,1996-12-10,0.0,,0,Arcade
The Legend of Oasis,1996-11-30,0.0,,0,"Adventure, RPG"
Ring: Cycle,1996-01-01,0.0,,0,Adventure
Bishoujo Senshi Sailor Moon: Another Story,1996-09-21,0.0,,0,RPG
Frantic Flea,1996-04-01,0.0,,0,Action
Virtual Victor,1996-01-01,0.0,,0,Adventure
Rally Challenge,1996-01-01,0.0,,0,Racing
U.S. Navy Fighters '97,1996-01-01,0.0,,0,Simulation
Tiny Toon Adventures: Buster and the Beanstalk,1996-04-09,0.0,,0,"Family, Adventure"
XS,1996-01-01,0.0,,0,"Shooter, Action"
NCAA Championship Basketball,1996-01-01,0.0,,0,Sports
Rise and Rule of Ancient Empires,1996-01-01,0.0,,0,Strategy
H!Zone,1996-01-01,0.0,,0,Shooter
Blam! Machinehead,1996-01-01,0.0,,0,Arcade
Williams Arcade's Greatest Hits,1996-04-10,0.0,,0,Action
Battleground 3: Waterloo,1996-01-01,0.0,,0,Strategy
Alien Breed 3D II: The Killing Grounds,1996-01-01,0.0,,0,
Star General,1996-11-30,0.0,,0,Strategy
Todd McFarlane's Spawn: The Video Game,1996-11-01,0.0,,0,Action
Wizardry Gaiden IV: Throb of the Demon's Heart,1996-09-20,0.0,,0,RPG
There's a Dinosaur in the Garden,1996-01-01,0.0,,0,Educational
Mine Bombers,1996-01-01,0.0,,0,Arcade
Putlestory,1996-11-20,0.0,,0,Adventure
Legends,1996-01-01,0.0,,0,"Arcade, Adventure, Action"
Cold Shadow,1996-01-01,0.0,,0,Arcade
Tronic,1996-01-01,0.0,,0,Arcade
ATF: Advanced Tactical Fighters,1996-01-01,0.0,,0,Simulation
Microsoft Return of the Arcade,1996-01-01,0.0,,0,Arcade
All Dogs Go to Heaven 2 Animated Moviebook,1996-01-01,0.0,,0,Educational
DK Cartopedia: The Ultimate World Reference Atlas,1996-01-01,0.0,,0,"Casual, Educational"
Bottom of the 9th (1996),1996-04-04,0.0,,0,Sports
BattleSport,1996-01-01,0.0,,0,Sports
Brian Lara Cricket '96,1996-01-01,0.0,,0,Sports
Snood (1996),1996-01-01,0.0,,0,Puzzle
Madden NFL '97,1996-09-01,0.0,,0,Sports
Dive: The Conquest of Silver Eye,1996-01-01,0.0,,0,Adventure
Project Overkill,1996-08-31,0.0,,0,
The Mutant Chicken Races,1996-01-01,0.0,,0,
Enemy Nations,1996-01-01,0.0,,0,Strategy
Overkill (1996),1996-01-01,0.0,,0,"Arcade, Fighting"
Jurassic War,1996-01-01,0.0,,0,Strategy
PeroPero Candy,1996-12-20,0.0,,0,Adventure
Down in the Dumps,1996-01-01,0.0,,0,Adventure
Bass Masters Classic: Pro Edition,1996-07-01,0.0,,0,Sports
Testament,1996-01-01,0.0,,0,
Wargame Construction Set 3: Age of Rifles,1996-08-31,0.0,80.0,0,Strategy
Admiral Sea Battles,1996-01-01,0.0,,0,Strategy
