name,release_date,rating,metacritic,playtime,genres
Ragnarock,2020-12-17,2.83,,1,"Casual, Racing, Indie, Sports"
Vigil: The Longest Night,2020-10-14,3.74,,5,"Indie, Action"
Drug Dealer Simulator,2020-04-15,3.09,59.0,5,"Indie, Action, Simulation"
RollerCoaster Tycoon 3: Complete Edition,2020-09-24,2.77,72.0,1,"Strategy, Simulation"
Book of Yog,2020-01-01,1.71,,1,"Adventure, RPG, Casual, Strategy, Indie"
Enemy On Board,2020-05-08,0.0,,1,"Indie, Action"
Kill It With Fire: HEATWAVE,2020-07-17,3.0,,1,"Casual, Indie, Action, Simulation"
Inertial Drift: Sunset Prologue,2020-06-23,2.83,,1,Racing
Holdfast: Nations At War,2020-03-05,3.24,,3,"Indie, Action"
Soviet Jump Game,2020-01-09,3.14,,1,"Casual, Indie, Massively Multiplayer, Action"
WAKING,2020-06-17,1.86,,1,"Indie, Adventure, Action"
A Monster's Expedition,2020-09-10,3.92,92.0,2,"Adventure, Puzzle, Casual, Strategy, Indie"
Children of Silentown: Prologue,2020-11-25,0.0,,1,"Indie, Adventure"
"Friday Night Funkin' (ninjamuffin99, PhantomArcade)",2020-11-01,4.22,,0,Action
The Room VR: A Dark Matter,2020-03-26,4.15,,3,"Adventure, Puzzle"
Marvel's Iron Man VR,2020-07-03,3.53,73.0,0,"Shooter, Adventure, Action, Simulation"
Black Skylands: Origins,2020-04-30,2.43,,1,"Indie, Adventure, Action, RPG"
KUNAI,2020-02-05,3.25,,2,"Indie, Adventure, Action"
CRSED,2020-12-04,2.38,,0,Action
Helheim Hassle,2020-08-18,4.12,74.0,9,"Indie, Adventure"
Demolish & Build 2018,2020-01-15,3.18,,3,"Indie, Simulation"
Dead Estate,2020-10-29,3.75,,1,"Indie, Action"
SWORD ART ONLINE: Alicization Lycoris,2020-07-10,2.62,59.0,11,"Adventure, Action, RPG"
TrackMania (2020),2020-07-01,3.63,74.0,0,"Racing, Massively Multiplayer"
The Uncertain: Light At The End,2020-10-08,2.93,44.0,38,"Adventure, Action, Puzzle, Casual, Indie"
Commandos 2 - HD Remaster,2020-01-23,3.49,56.0,2,Strategy
Vagrus - The Riven Realms: Prologue,2020-05-26,0.0,,1,"Strategy, Indie, RPG"
Metamorphosis,2020-08-11,3.11,,2,"Indie, Adventure, Action"
Blaston,2020-12-15,0.0,,1,Action
The Solitaire Conspiracy,2020-10-06,3.42,70.0,3,"Card, Strategy, Indie"
OMON Girl: Bottle Royal,2020-01-17,2.0,,1,"Adventure, Action, RPG, Casual, Simulation, Indie"
No one lives under the lighthouse,2020-04-17,3.73,,3,"Indie, Adventure"
Taimanin Collection: Battle Arena,2020-07-08,0.0,,1,Casual
West of Dead Beta,2020-03-31,3.18,,1,"Indie, Action"
Samurai Shodown NeoGeo Collection,2020-06-11,0.0,76.0,6,"Action, Fighting"
NHL 21,2020-10-16,3.21,76.0,0,Sports
Anno 1404 - History Edition,2020-06-25,3.67,,2,"Strategy, Simulation"
Barn Finders,2020-06-16,3.62,,7,"Casual, Indie, Simulation"
Fights in Tight Spaces (Prologue),2020-12-14,0.0,,1,"Strategy, Action"
Doom Eternal: The Ancient Gods - Part One,2020-10-20,4.15,76.0,0,"Shooter, Action"
Hylics 2,2020-06-22,4.25,,7,"Adventure, RPG"
BustyBiz,2020-11-20,2.8,,1,"Casual, RPG, Simulation"
Incremental Adventures,2020-08-11,0.0,,7,"Casual, Indie, RPG"
