name,release_date,rating,metacritic,playtime,genres
The Eternal Cylinder,2021-09-30,3.39,80.0,2,"Adventure, Action"
Mario Party Superstars,2021-10-29,3.89,,0,"Casual, Arcade"
Total War: ROME REMASTERED,2021-04-29,3.12,,3,Strategy
Blightbound,2021-07-27,3.57,62.0,2,"Indie, Adventure, Action, RPG"
Despot's Game,2021-10-14,3.76,,1,"Strategy, Puzzle"
Patron,2021-08-09,3.77,,3,"Strategy, Simulation"
Labyrinth City: Pierre the Maze Detective,2021-06-22,3.92,78.0,1,"Casual, Indie, Adventure, Puzzle"
Desolatium: Prologue,2021-06-04,0.0,,1,"Indie, Adventure"
Portal Reloaded,2021-04-19,4.44,,0,"Platformer, Indie, Action, Puzzle"
Creepy Tale 2,2021-07-15,3.7,,3,"Indie, Adventure"
The Big Con,2021-08-31,3.62,76.0,4,Adventure
Overboard! (2021),2021-06-02,4.06,,3,"Indie, Adventure, RPG"
Pokémon Unite,2021-07-21,3.51,70.0,0,"Strategy, Massively Multiplayer, Action, RPG"
Ship Graveyard Simulator: Prologue,2021-10-07,0.0,,1,"Adventure, Action, Casual, Strategy, Simulation, Indie"
Cook-Out,2021-04-20,0.0,,2,"Casual, Indie, Simulation"
WRC 10 FIA World Rally Championship,2021-09-02,3.18,,3,"Racing, Simulation, Sports"
Furry Love 2,2021-12-24,0.0,,3,"Adventure, Action, RPG, Casual, Strategy, Indie"
TaleSpire,2021-04-14,4.14,,2,"Indie, RPG, Simulation"
Out of Line,2021-06-23,3.45,,2,"Casual, Indie, Adventure, Action"
Rubber Bandits: Summer Prologue,2021-05-28,0.0,,1,"Indie, Action"
GetsuFumaDen: Undying Moon,2021-05-13,3.7,,4,"Platformer, Indie, Action"
花妖物语/Flower girl,2021-09-15,0.0,,1,"Casual, Strategy, Indie"
Bonfire Peaks,2021-09-30,0.0,,4,Indie
Miss Furry,2021-05-07,1.75,,2,"Adventure, Action, RPG, Casual, Strategy, Indie"
Jupiter Hell,2021-08-05,3.92,,1,"Strategy, Indie, RPG"
Curious Expedition 2,2021-01-28,4.09,,6,"Adventure, RPG, Strategy, Simulation, Indie"
My Catgirl Maid Thinks She Runs the Place,2021-04-14,0.0,,1,"Casual, Indie"
